PROTID	Chip2_11cells_A10	Chip2_11cells_A11	Chip2_11cells_A12	Chip2_11cells_B10	Chip2_11cells_B11	Chip2_11cells_B12	Chip2_1cell_A3	Chip2_1cell_A4	Chip2_1cell_A5	Chip2_1cell_A6	Chip2_1cell_B3	Chip2_1cell_B4	Chip2_1cell_B5	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_A8	Chip2_3cells_A9	Chip2_3cells_B7	Chip2_3cells_B8	Chip2_3cells_B9
Q99K51	22836126.00	35727496.00	26200284.00	28748426.00	35894836.00	36096736.00	773719.20	1626903.20	2266638.80	1211485.20	4046985.50	1990819.60	2048523.80	296715.97	7707906.50	8725596.00	11358334.00	4519293.50	7752475.50	7600698.00
Q9WTI7	22782162.00	18305150.00	16224868.00	23955136.00	22672228.00	22231558.00	1721699.80	2198092.80	1498943.10	950373.80	2030330.40	2732370.20	1324517.50	1481995.80	4685347.00	3811367.00	7049687.50	4595321.00	7459240.00	3751065.00
P49722	22757044.00	25866892.00	18329416.00	24863908.00	29589768.00	22197658.00	1719340.40	2924355.80	3769147.20	2460061.20	3592905.50	3089484.50	3741059.00	571943.30	8392253.00	7859373.50	9888558.00	5919873.50	8874085.00	7274886.50
Q9CY50	22519652.00	18282484.00	13466952.00	20332858.00	16765688.00	16160899.00	2514128.00	1936338.80	1807726.60	1411060.20	3483406.20	2389004.50	2257147.80	1158053.50	4416721.00	4570451.50	8487004.00	3847798.80	5014964.00	4517802.50
P61027	22512934.00	29343798.00	18385576.00	23473774.00	29617350.00	22415560.00	1400455.80	1409429.60	1689242.20	1148051.50	1732786.90	1377361.90	1780502.20	585654.75	5500541.00	4512448.00	7385210.50	4838123.00	5941507.00	4745959.00
P62869	22497978.00	32483978.00	18599606.00	30038634.00	29172118.00	22814604.00	1088838.00	2492628.20	2026692.20	1657328.80	3657534.50	2653869.00	2056286.60	186268.06	5910510.00	5493257.50	8288666.00	5540481.00	7526189.50	6605367.50
P50518	22497868.00	30475606.00	26370648.00	25379140.00	30371948.00	29559612.00	1165646.50	854230.40	2142638.50	1275071.50	3031966.20	2133189.50	1233185.10	490819.22	4896261.00	5896136.50	7927275.00	2901946.80	7196181.50	8938761.00
Q9CX86	22483552.00	17796868.00	7660645.00	20600234.00	25699496.00	18573156.00	3934448.00	2493353.00	2856331.80	2980761.00	2935821.20	4116878.50	4126357.00	2799842.20	9550876.00	7772676.00	9575772.00	7303819.50	9870384.00	5857404.50
O70503	22412370.00	35371564.00	26006164.00	35228336.00	33260552.00	29771164.00	6066681.00	2264620.80	3577365.00	1751229.00	3457437.80	2492938.20	5262103.50	1384823.40	9768634.00	6161223.00	19024376.00	5598855.00	6652784.00	4829905.00
P15864	22306424.00	23151446.00	9489579.00	23214036.00	28008362.00	23717812.00	2816958.80	4619428.00	1606063.10	1757683.10	1309226.00	4393225.00	668052.10	2083487.10	8924611.00	6607217.50	4509543.50	5910370.50	5729051.50	4865040.00
Q8CI51	22293512.00	30648494.00	33372968.00	37413268.00	31386572.00	26576322.00	572163.56	3978307.00	2761065.50	1600324.80	7542280.50	5262194.00	3258976.80	356381.88	5520199.50	6354459.00	10276210.00	12763519.00	8986392.00	4951349.00
Q8R307	22283502.00	20695410.00	22155720.00	0.00	0.00	28088376.00	509609.90	3181717.00	1415208.60	493018.90	3370804.50	2368926.80	2142732.80	449873.90	4331941.00	4558334.00	10665242.00	8551708.00	6742610.00	3566411.20
P35550	22240636.00	26164284.00	13592086.00	29262832.00	23186056.00	25134486.00	4431860.00	2949479.00	1637757.60	1695057.40	2850240.80	2072603.80	2862843.00	2694944.50	12135854.00	7411662.00	7822492.50	4563645.00	6394823.50	5128956.00
Q9D1A2	22227988.00	32788280.00	30245184.00	31516944.00	41361792.00	37357128.00	1544082.00	3512107.20	3066299.20	2814187.20	3524643.00	2350770.20	1570456.40	156065.40	10281118.00	8060277.00	10830312.00	2641513.80	11062966.00	11015633.00
P27546	22152156.00	27499538.00	21064260.00	36468184.00	34171964.00	24492412.00	294052.80	2554422.00	1724487.10	1757432.00	2030750.20	3245312.50	2782322.80	206125.55	5460422.00	6249138.00	7081226.50	6395332.50	9356883.00	4337315.00
P16546	22142838.00	48872400.00	46435768.00	56561952.00	56441588.00	65792900.00	589729.30	2050587.60	2910895.20	698876.10	5840524.50	4282447.50	2428313.50	210683.16	12235445.00	22678928.00	3869456.00	8234536.50	11374409.00	2536674.00
O70310	22112798.00	24614568.00	15196561.00	28346920.00	11101142.00	20876266.00	385445.25	2854831.00	1777444.20	1334147.00	3203736.00	2410498.50	2896421.50	479893.50	6063568.00	6697701.50	6363833.00	6790463.00	6768953.00	5243790.50
Q8R143	21982848.00	30567448.00	19520950.00	21877904.00	22339292.00	24227490.00	1531021.50	1097562.40	1632868.80	1035464.00	1291423.20	1144807.20	1227745.80	418881.28	6012510.00	6989750.00	8337407.00	2420803.00	4593490.00	5124025.00
Q6ZQM8	21916172.00	28696720.00	16114720.00	28274458.00	22951088.00	19352232.00	1502975.90	1576747.10	1537613.40	2112323.20	1193096.50	1450172.10	1627793.50	941270.75	5018037.50	2789521.50	5934247.00	1512990.40	2969238.50	3628850.00
Q8VDW0	21898746.00	33679476.00	12934922.00	32661470.00	37475636.00	26591110.00	1868119.10	2267076.50	2675011.80	2042706.80	4780991.00	3851421.50	6370121.50	836161.75	9754406.00	7167646.50	9491148.00	7448751.50	10821683.00	7605948.00
Q3THS6	21803156.00	22514248.00	18502520.00	36631528.00	31179092.00	23518046.00	873836.75	3012802.00	1956982.80	1681680.60	2972447.00	3032973.00	2409424.00	155554.00	7802147.00	6148555.00	9191655.00	2602272.50	9158604.00	5951003.50
P97855	21659026.00	28747776.00	20232686.00	33633672.00	30241732.00	25801540.00	859147.50	3375571.80	2382459.00	1914592.20	3680679.80	3041440.00	3018945.80	603593.00	7968666.50	6494023.00	8425841.00	5569177.50	8946054.00	5644258.00
Q6PB66	21626564.00	27243376.00	25603722.00	27752196.00	24703994.00	27426206.00	2848705.80	1893500.80	2900772.50	1912134.60	4957742.50	2774216.20	2609170.20	3210723.00	6980878.50	6660953.50	8242271.00	4291796.00	6898458.00	5915167.00
Q9QWL7	21582008.00	45954868.00	22109468.00	33515600.00	33319066.00	27616134.00	756680.25	2483199.00	2304152.80	1799511.00	4024840.20	3037630.20	3532477.20	528726.06	10041523.00	9204327.00	8983416.00	7863535.50	11324844.00	8650774.00
Q9CXI5	21548232.00	23037308.00	17842964.00	21002196.00	26965570.00	24832828.00	2220471.00	2104066.20	2065866.20	1294861.50	3283955.00	1717830.00	2240850.50	297102.38	6259389.00	5705875.50	10893770.00	6712698.00	7166400.00	7082063.50
Q99KE1	21520358.00	25395102.00	25288270.00	25134098.00	24123726.00	28925434.00	3325226.80	1618455.90	1614051.00	1477133.50	1585123.80	1390953.50	862950.00	860523.56	4378531.00	4470872.00	4898442.00	2279257.00	4180688.20	8027141.00
Q9QUM9	21393854.00	25565142.00	17826338.00	22378972.00	31500500.00	22054306.00	1140232.60	2491087.80	2213054.00	2131112.00	2460628.20	1718684.90	2022683.00	303412.20	4390064.00	6024304.00	6399575.50	5695379.50	8139783.50	4632899.00
Q920A5	21301240.00	21186230.00	16729972.00	14789836.00	25032930.00	35091424.00	3174648.20	280796.56	940381.00	218486.69	1232590.00	766500.56	1451410.80	251831.70	5097829.50	6823894.50	9595665.00	1194126.50	7426564.00	7087380.00
O08709	21263694.00	41307636.00	17859904.00	37693272.00	38133392.00	26440226.00	888470.70	2118272.00	2000766.00	1187192.50	5540739.50	2365089.80	4771243.50	230713.86	10361910.00	7342775.50	18431370.00	8775509.00	6238549.50	10542179.00
Q62261	21261246.00	27394292.00	24689302.00	43705648.00	30840970.00	19287500.00	1122344.80	2331411.20	1574965.20	1234850.80	4336233.50	2643631.50	2497868.20	437290.94	3885520.00	4998794.00	7159700.00	5079007.50	8982008.00	5098307.00
Q9R1P4	21190422.00	36905240.00	27574790.00	33157812.00	38920264.00	34252364.00	2095553.80	3610067.50	2724989.00	2237253.20	3229875.50	3177283.50	3015865.80	858661.06	8662796.00	10169927.00	9831944.00	9115002.00	11546986.00	6777919.00
P70699	21172608.00	23568440.00	17690136.00	23057032.00	22739216.00	18368222.00	2289592.00	2136192.20	2531900.00	1244738.90	2508374.20	1439278.90	1915828.80	641964.80	4510897.00	4964459.50	8779144.00	3326699.50	4093680.80	6079205.50
D3Z7P3	21130440.00	25587350.00	18922188.00	22787332.00	23571408.00	21785514.00	890895.60	484213.03	569148.50	779365.70	1584459.40	961902.25	541996.25	587914.06	3071437.80	3127702.20	6208656.50	2996579.50	4507576.50	4286455.50
O08529	21066886.00	32494582.00	26299868.00	30881308.00	30234214.00	23423988.00	1120848.00	2699946.80	1321253.80	1597700.90	3124191.80	2459359.00	1682450.80	550043.94	6724017.00	3843727.00	11541251.00	5618421.00	8623172.00	7026332.50
P42208	21029832.00	21156950.00	21083160.00	24924868.00	25253274.00	23477680.00	491370.78	2898783.00	2292276.20	1834219.80	4167475.80	3369922.80	3751974.50	116493.79	6029244.00	6579036.00	9469756.00	8846550.00	9662640.00	5925537.50
P62317	20969392.00	23801208.00	14672996.00	21700358.00	22634194.00	18146468.00	2411342.20	2038484.50	1629069.00	1378438.60	2090674.40	1834346.00	1126508.40	1063875.50	6049642.00	3776779.80	5668675.00	3822645.20	5797535.50	4256422.00
Q3TWW8	20918294.00	22252746.00	21927924.00	26209012.00	25222522.00	21439188.00	1597202.00	2845843.00	1712561.90	1093310.20	1895360.00	1751836.20	2157768.00	362619.94	7086172.00	5514974.50	6082186.50	4539492.50	7316778.50	4850459.00
Q6ZWX6	20880760.00	33196170.00	19692316.00	30914878.00	27252124.00	23370142.00	420631.94	2054244.50	1447715.50	1970985.60	1962996.50	1700787.20	2045437.00	288414.94	7802185.00	6489914.50	7545790.00	6702605.50	9421237.00	6503683.50
Q61879	20859212.00	23361648.00	17260460.00	25115282.00	24531242.00	21016794.00	1128938.20	3584887.80	2482103.00	1775960.10	2148365.20	2758994.50	1994538.50	503282.03	3997197.80	8915234.00	8738322.00	5449550.00	8024731.00	6526985.50
O88685	20846044.00	20672028.00	18800584.00	25341768.00	25398836.00	20183680.00	1479438.40	1867127.90	1801546.00	1479176.00	2581953.00	2140141.80	2561768.80	518729.00	6734392.50	5047481.50	7829798.00	4573338.00	6078591.50	5286259.00
P10404	20820108.00	17478444.00	12161355.00	14087470.00	14515276.00	11605313.00	2110067.50	1437162.60	2778291.50	1692675.20	3350301.00	1545738.10	1572956.00	965511.30	3456543.50	3464278.80	8949501.00	3359833.50	2851452.20	3709508.20
Q60692	20722964.00	24091352.00	15866906.00	19592908.00	27507248.00	22283418.00	1830407.00	3429754.50	2719806.50	2194374.50	3069002.20	2560758.00	3004328.00	564548.06	7789640.00	7168231.00	9622907.00	6523228.50	8559805.00	6950619.00
Q9Z1D1	20694674.00	31492610.00	23461292.00	31691644.00	30505794.00	26369552.00	921439.00	2652737.50	2108790.50	1566432.60	4221746.00	3065688.20	3250108.80	648594.40	6370665.50	6413896.50	10390101.00	6918191.00	8706152.00	5900737.50
Q9DBG3	20674944.00	26001784.00	22189882.00	29679696.00	26274986.00	22357194.00	1378035.80	1958930.50	1321790.10	1051998.00	2382240.00	1939532.00	1433300.20	657053.44	5764900.00	6055070.50	9976522.00	5255972.00	7234358.00	5496282.00
Q91YE6	20597376.00	28868500.00	21370058.00	33056574.00	34729668.00	26446612.00	1164684.90	2679696.00	1456093.50	1133765.90	4054240.20	3166617.80	4529580.50	254914.30	8376742.00	4616371.50	6598671.00	8927333.00	9857972.00	7158644.00
O09131	20551428.00	24584480.00	16332588.00	25087752.00	16295642.00	27304570.00	656587.00	1311154.10	1733542.60	2096772.60	4685700.50	1732438.80	2402066.20	242116.31	7447226.00	6255854.00	11215094.00	3659063.00	5284517.50	5862767.00
P97429	20543054.00	35212632.00	31578984.00	36152656.00	30744798.00	29046032.00	773561.20	1952447.00	983855.75	2315754.20	5343939.50	2233845.20	2970925.50	155120.17	7079086.00	6513615.50	12816649.00	6018636.00	7660529.00	9440287.00
Q9Z110	20539338.00	16606318.00	15564352.00	17108060.00	18014504.00	18234954.00	2215825.80	945322.10	440365.62	1125196.50	1432879.50	1122175.40	1007890.06	545697.60	3957647.20	3608006.20	5531988.00	2667759.00	3213626.20	3999164.50
P0C0S6	20402364.00	13520125.00	4823636.00	14303152.00	13011265.00	8667436.00	2355833.50	2539522.50	1188238.60	855700.20	1454505.80	2364635.00	1395828.50	1990208.40	2992575.20	3922363.00	3872032.50	3706495.50	4264560.00	3938195.50
Q8VDM4	20388130.00	29927332.00	22050784.00	25789080.00	27932418.00	24702700.00	1817661.60	1776038.20	1750116.60	1255119.90	3128265.80	1801128.90	2020339.50	486120.94	6950107.50	5781448.00	7363582.00	5695651.00	6690276.50	5714547.00
P54775	20343988.00	22744624.00	17075990.00	19326600.00	20411524.00	21861748.00	1242516.00	1342529.20	433714.12	1166549.00	2555955.20	1319293.80	1641613.20	198242.88	3886661.50	3998613.50	7883788.50	3344789.50	4206872.00	3973027.00
P30416	20283420.00	33038264.00	22449162.00	33526848.00	34241336.00	24236484.00	1035136.90	1781939.10	1479968.80	1031170.00	2206378.80	1605118.10	2644044.50	169417.75	5797283.00	6070265.00	9485514.00	4480644.50	7045517.50	6222251.00
P35486	20255490.00	19442272.00	20381426.00	19067950.00	21698198.00	22855486.00	3107347.00	1286511.80	1046929.20	1099715.40	2060775.80	1284017.60	1154702.20	841670.40	5125295.00	7876743.00	7924380.00	2338993.20	4312046.50	6813142.00
Q9CQM5	20221978.00	28331112.00	19256440.00	30172120.00	31340560.00	26174102.00	818754.30	2316939.50	2094487.90	1897341.40	4062677.50	2078423.90	3022972.00	161552.06	7550386.50	7849203.50	10886533.00	5479323.50	7949491.50	7960223.50
P67984	20115788.00	31349792.00	19333544.00	29858016.00	28363978.00	27084124.00	823780.10	2242530.00	1688241.40	2022360.00	3321140.20	2718030.50	3888710.50	494582.97	7388400.00	5790750.00	9597258.00	5442098.00	8487111.00	6432130.00
Q91VD9	20047612.00	23031414.00	21002002.00	19645322.00	21699068.00	22442696.00	1134960.80	1712228.50	1623796.90	1517690.60	2237937.00	1816124.50	1227953.10	1347767.10	6435874.50	5321499.00	7561989.00	4305694.50	5902815.00	6469238.00
Q9D819	20044626.00	32707480.00	22291584.00	31901670.00	29227864.00	23579288.00	712906.44	2068434.00	1997312.00	1956605.10	3750240.20	3020207.80	4370349.50	124458.22	8468300.00	8856803.00	14240598.00	6780719.00	10117623.00	7115943.00
P24472	19990636.00	18709378.00	17689748.00	44834344.00	20397848.00	29769010.00	436196.30	2965056.00	1496353.00	509860.80	2963420.80	1313768.40	1167938.10	81419.00	1223686.90	4316021.50	9032957.00	3183039.00	1665532.00	9140230.00
P63330	19940224.00	28742120.00	19996110.00	28867934.00	23981570.00	22233734.00	1897108.50	2443445.50	2203200.00	2877195.20	4334287.00	4101000.80	3545752.00	270353.53	7016389.00	6343931.00	10741236.00	7889697.00	8004369.50	5893131.50
Q9R0Y5	19938418.00	36109792.00	24084494.00	21744240.00	33914656.00	30909064.00	1252854.00	1436675.60	2221631.00	1268579.50	4189163.50	1676325.00	2839561.50	323144.25	7005057.00	7222526.00	14843411.00	4930544.00	7678350.50	6155096.00
P97807	19923910.00	25686376.00	20764172.00	25211600.00	27219572.00	20057546.00	2441594.20	2364314.50	1988043.20	876945.75	3268336.80	2018851.50	1553430.80	1428304.20	8119274.50	5021760.50	9105164.00	5565496.50	6247115.00	5707410.00
Q99KV1	19910882.00	18077100.00	16360560.00	15148687.00	16988620.00	19147592.00	2205924.80	1797068.40	1765356.40	1151703.60	2911402.00	2099910.50	1871129.00	512997.10	4846395.00	3368609.00	7720846.50	4096269.50	5096576.50	4151949.80
Q9ERG2	19906792.00	29193624.00	21835848.00	28482572.00	27213806.00	28293938.00	441465.28	2063270.40	1717670.90	1179798.80	3703979.50	2502505.00	2600879.20	176182.64	5744140.50	5079569.50	6973927.00	6139774.50	10004687.00	5219045.00
Q9DCL9	19872132.00	30948868.00	27369124.00	42296028.00	37756624.00	24977380.00	1171960.40	2886902.00	2267822.50	2007435.60	3284678.50	3932962.20	4395305.50	328380.30	5351211.00	6514914.00	8866482.00	5415683.00	7195092.00	4602609.50
Q9WVE8	19869388.00	25077364.00	18629280.00	39086092.00	21681040.00	23662480.00	2169350.50	2695411.00	2336573.50	1481684.10	3592709.80	3381754.20	3164065.20	1191233.50	6739835.00	6324815.00	8460910.00	7389130.50	7317887.50	7036238.50
Q3U1J4	19785804.00	30121422.00	18236890.00	30995540.00	24899532.00	20496688.00	1307595.80	2540493.00	2158296.50	2440487.50	3134097.00	3086299.50	1630324.40	565665.90	5753271.00	6295405.50	6217098.50	6054049.50	8061207.00	6314116.50
P47757	19782180.00	17217908.00	17756084.00	19769968.00	21578264.00	21573542.00	1641661.00	2755107.00	2056375.50	1746393.90	4629079.00	3805089.00	2734278.00	965408.75	7332908.00	7835937.00	10720095.00	6328001.00	7502114.00	6392228.00
P62334	19781544.00	25229928.00	17141878.00	26064344.00	25595724.00	20774430.00	1577301.20	1002244.50	1237389.60	858849.40	2358962.80	1295080.60	1601363.50	460473.12	4574035.00	5172973.00	9072992.00	3401224.00	5202210.50	3762600.00
Q9DBZ5	19747658.00	20921238.00	16768340.00	24674126.00	25216232.00	23833124.00	449241.75	1800284.00	2315094.20	1224722.90	4145972.00	2299609.00	3082461.00	363469.72	5323078.00	6022169.00	7628881.00	4926734.00	7069603.50	4453374.00
Q8BMS1	19731478.00	20149884.00	18087376.00	22571978.00	20464402.00	15628190.00	2570609.00	1500653.40	1578878.80	1581958.80	2214745.80	1670401.50	2309127.20	1297547.00	4287854.00	5913223.50	8068255.00	4688063.00	3775723.20	5993226.00
Q9DBG6	19610696.00	24960826.00	21059820.00	20899714.00	22964326.00	19532552.00	2563209.00	1714612.60	1744262.60	1595125.20	3470425.20	1848946.50	2118847.00	1195528.80	5211773.00	4711871.00	8364205.00	3875617.20	5728127.00	4755261.00
Q91V61	19610420.00	22622478.00	19264358.00	19614558.00	16167968.00	22830112.00	1593552.80	928905.75	920752.20	1058555.40	1973527.50	1254670.50	777930.90	1265016.20	2558939.00	8706832.00	8737776.00	2453614.00	4607657.00	5263540.50
Q6ZQI3	19542154.00	25025730.00	16668861.00	17704908.00	20420774.00	17943012.00	2079417.90	1742430.10	1390733.10	1087432.40	1951351.00	1236895.00	1507205.40	661796.40	4349738.00	4482818.00	8095352.00	2382798.50	3949758.00	4444773.50
Q99LC5	19522130.00	30584892.00	20012474.00	27466180.00	21242568.00	19802250.00	2138818.80	1514537.80	847317.90	798933.75	829344.10	883039.50	1120937.00	861475.60	4107174.00	4481651.50	5401417.50	3776444.20	4448764.00	5233837.00
E9Q414	19512420.00	23951368.00	17871648.00	30276098.00	25636000.00	26119780.00	3814779.20	1557901.40	3469728.00	2012429.80	3267930.80	3083872.20	8839047.00	1142602.40	5902738.00	5085163.50	18366182.00	8314276.50	5431035.50	3341920.50
E9Q5C9	19484474.00	20501356.00	12862859.00	23069062.00	22074088.00	20114022.00	3221574.50	2684571.20	1105224.00	1804944.00	3163511.20	3676014.20	4530878.50	3801515.00	6835072.50	5456974.00	5265871.00	4953698.50	5993806.00	4050162.00
Q9JJ00	19427420.00	17365528.00	17866138.00	18736474.00	21834638.00	15632192.00	2213449.50	1714557.90	1811677.90	1231506.60	1584601.80	1698165.00	1300312.90	694558.70	2637818.50	4474161.50	7987822.00	3705231.20	2396913.00	4046758.00
P47226	19415792.00	23787512.00	15306777.00	25157264.00	20806410.00	23577190.00	1012969.50	2570887.20	1769468.00	1929414.50	6867045.00	3558481.50	2940570.50	292493.22	5761304.00	5901527.00	8786802.00	6578227.50	5920792.50	5378812.00
P58871	19396200.00	23637036.00	17077100.00	25018612.00	23260484.00	22786374.00	1125685.50	2491984.00	2127751.50	1609636.50	3400594.50	3463977.80	2580462.80	739768.80	5832766.50	5786475.00	6842879.00	4744987.00	7181459.00	4880437.00
Q9WUM5	19395286.00	24485840.00	18213800.00	20069540.00	20590952.00	24373076.00	2863289.80	1937538.20	1111233.60	1257646.40	1397428.20	1680720.40	589860.20	945643.40	5286464.50	6005847.00	7881294.00	3222802.50	5231953.00	6440471.00
O35114	19363796.00	29415824.00	13096831.00	20489774.00	17996952.00	18947932.00	2374663.00	2008885.50	678539.00	774882.50	1988909.80	1407780.40	1316203.20	194552.92	8113904.50	4969811.50	5786678.50	1359874.60	5748152.00	3631749.80
Q3V3R1	19303240.00	25328228.00	21202672.00	23842470.00	16958318.00	21898330.00	2396683.80	886879.10	594382.50	978778.56	1284897.20	728616.50	1266366.00	407080.25	5861476.00	3764817.20	5537941.00	348106.40	4158735.20	2629249.50
P40142	19210068.00	24835400.00	19481902.00	29410924.00	29223980.00	23735506.00	862865.44	3250328.00	3240988.50	2395468.00	3653041.80	2713094.50	4021314.00	224772.94	7727216.50	7580287.50	11739920.00	5393435.00	8637761.00	7071278.50
P08752	19170458.00	26580768.00	17186180.00	21061790.00	23504702.00	22531238.00	2592856.50	1467254.60	1746809.60	1442055.00	2365386.80	2018802.40	1849288.00	959402.10	4367734.00	5830337.50	9322030.00	3837818.20	5498397.00	5814282.50
P35441	19160238.00	29024546.00	21831936.00	11881014.00	36980048.00	19402492.00	1288710.20	1317269.10	8790908.00	737322.10	1370885.80	1234127.10	5236534.00	1853153.50	4222682.50	4913796.00	13084210.00	11781244.00	4087493.20	2676138.20
Q8R050	19147942.00	27910870.00	21851478.00	24246302.00	28065916.00	17408636.00	1016491.75	2055545.50	1282902.10	849619.30	2150762.20	1795767.50	2340092.00	127532.66	5252806.00	4608498.00	7592563.00	4535645.50	7087195.00	5643925.50
Q9D6Z1	19132120.00	20393544.00	12444667.00	24527740.00	21312306.00	19373534.00	4073307.80	3385129.50	1745806.90	1422189.20	2450084.80	1897587.60	2806568.20	2728501.00	7073044.00	7031525.00	8533028.00	4242251.50	6140109.00	4830564.00
P14733	19108878.00	19091896.00	12864806.00	23277050.00	20493964.00	17921360.00	3199401.80	3458677.20	1518547.80	1222299.00	2203009.20	2248402.50	2147883.50	2754971.20	6805880.50	4652083.50	5831465.00	4848488.50	7309047.50	4134436.20
P32067	19037326.00	18793156.00	14407694.00	27295162.00	21901052.00	19137836.00	1512431.60	1962727.20	1150542.50	770051.00	831273.40	1558871.00	1528252.60	208550.00	4756408.50	4263961.00	4265493.50	3870651.50	5313971.00	2795914.00
Q925B0	19004304.00	18039220.00	18466036.00	21112186.00	15630562.00	15238376.00	210419.23	1091388.80	1681530.10	1060923.00	1798861.00	1839122.40	695025.10	142236.78	3640765.00	7415415.50	6941438.50	4664645.00	5013495.00	6301845.00
Q8BH59	18975378.00	22946228.00	17583516.00	18975612.00	18354166.00	18515318.00	1910522.50	924932.80	1141989.40	886788.60	1363559.50	1680607.50	1409619.20	939632.60	4068381.20	4024110.00	4421926.50	2669604.20	3477413.00	4113627.80
O54962	18957636.00	20385248.00	20084822.00	23160900.00	17963378.00	24304522.00	1982745.90	4033623.50	3540779.80	3819021.50	9313492.00	5067460.00	8251904.50	4070206.20	11606329.00	9420923.00	8477159.00	8221631.00	12045356.00	8757032.00
P26883	18914436.00	29919714.00	17965960.00	22844302.00	24070778.00	27136014.00	602869.25	2125973.00	3223028.20	1492022.10	4851796.00	3379858.00	3198285.00	182299.67	4115506.80	6672962.50	11507016.00	4987334.50	7582410.00	7075163.50
Q61699	18767062.00	32103490.00	21246308.00	26973882.00	24829058.00	22934514.00	4330095.00	1885460.60	1623548.00	1623200.90	3240846.50	2941118.00	2974450.80	56198.52	10135652.00	6186287.50	13541019.00	4356981.50	9361807.00	5694021.50
Q99KP6	18700236.00	21028908.00	14277089.00	24284538.00	22054912.00	16551598.00	2027038.00	2294080.20	2047716.60	2066618.50	1932824.50	2188647.80	2047985.20	1323385.20	6696383.00	4641088.00	5216071.00	5135767.00	7788065.50	4454564.00
Q64012	18695542.00	14750900.00	9878667.00	17936022.00	22867886.00	18800226.00	3477719.00	1766753.00	2261401.80	1664290.00	2339475.20	2913929.50	2437357.80	2782070.50	6516348.50	5915392.50	4769555.50	4834316.00	6577488.50	4391702.50
Q99LP6	18688216.00	23095664.00	18224700.00	20696368.00	15480517.00	14520741.00	2134282.00	1471034.80	1100131.40	990385.94	2970363.00	1899430.00	1781194.80	1252715.90	4778893.00	3795372.80	5334017.00	4493821.00	4405787.00	3722802.80
P48428	18631230.00	23876868.00	15667274.00	26819174.00	27289774.00	14893016.00	470442.20	2276537.50	1798278.90	1644106.00	3236278.00	2682306.00	2622234.20	164577.78	5256243.50	4974390.50	8838729.00	4640985.50	7758059.50	5425668.50
Q6P1B1	18488026.00	24172536.00	23798018.00	32334536.00	22232328.00	28998124.00	456003.34	1617100.50	1641622.50	2323591.50	3236240.00	2174606.20	3413001.80	269339.80	8526836.00	7107954.50	11764213.00	5253212.00	9854692.00	8065133.50
Q9DCD0	18464348.00	27443050.00	22576510.00	27818892.00	13433904.00	26473958.00	403523.47	888570.10	1171124.00	843306.25	2078507.20	1435554.00	2369494.00	109208.38	4014443.00	3687170.00	7198348.00	2242806.00	4100991.80	2952582.00
Q8JZQ9	18435304.00	28860936.00	20815504.00	36803768.00	33714424.00	29176936.00	1098659.40	2590096.80	2088068.20	1382513.50	4348003.00	3992338.20	3203685.20	646366.90	6766587.00	7543721.00	6865794.00	4038875.50	8020897.00	4755768.50
P62137	18434616.00	25339900.00	17381312.00	28503774.00	27968864.00	21790482.00	504309.90	1615595.00	1483741.50	1175925.40	2565467.50	2073999.50	1850497.50	417221.53	5879658.50	3284356.50	7382101.50	4887754.00	6328182.00	3872516.80
Q6P5E4	18424228.00	25480704.00	17634668.00	19277368.00	24447216.00	17826016.00	2295318.00	2229864.00	2271778.50	1926707.10	3239483.20	1748691.90	2663384.50	502705.94	7886664.50	3675603.20	10519826.00	4236785.00	6337621.50	6320010.50
P14685	18390842.00	21728228.00	17275646.00	24480376.00	20336976.00	22701090.00	1287383.20	1999592.80	1848982.00	1492107.20	3020318.20	1947664.10	2307061.00	501516.30	6819366.00	6045251.00	8284227.00	5892528.50	7213268.50	4781497.00
Q9WTX5	18278668.00	26192266.00	19718900.00	27577300.00	24467650.00	23489398.00	883618.60	2002946.60	1727002.20	1347909.10	2428039.50	2032952.80	1452451.80	370847.44	5395159.00	5439383.50	7708722.50	5279451.50	6141962.00	4927464.50
Q99JY0	18263406.00	15608912.00	15090579.00	15283297.00	13406227.00	15149250.00	1847800.20	1795420.60	949295.56	956275.10	1598754.80	1408033.10	1014879.10	1009658.50	3806309.00	4542115.00	4555954.50	1748970.00	3861493.20	5039290.00
Q91ZJ5	18253508.00	27404250.00	19262244.00	26384116.00	28360936.00	23922610.00	940902.40	2822680.00	1591405.40	938899.75	4267537.50	3256985.80	1777577.60	197814.66	4428509.00	5520771.50	10244859.00	5938083.00	7342938.50	3848171.80
Q9EQH3	18214276.00	26112040.00	20840594.00	27753076.00	28990320.00	25065068.00	1104158.20	1125691.10	1522908.50	1198930.50	2927492.50	1786244.50	1526641.50	217438.05	5117728.00	6484046.00	10890914.00	3506292.00	7829699.50	5505457.50
Q8BY89	18182636.00	20452622.00	11573538.00	19895032.00	15547549.00	14111772.00	1178281.40	1319112.50	1643351.40	1214318.60	2167637.80	1367210.80	649032.10	580547.25	2943140.50	3886005.00	6178447.00	1687605.00	3264098.50	3530204.00
P23198	18180386.00	20457970.00	16333928.00	24772352.00	21549368.00	15531009.00	1362000.40	2800778.20	1739048.40	1536931.50	2468662.80	2804169.80	2495671.80	759204.70	6233635.50	5193297.00	5716605.50	4882720.00	5882019.50	5226965.00
