PROTID	Chip2_11cells_A10	Chip2_11cells_A11	Chip2_11cells_A12	Chip2_11cells_B10	Chip2_11cells_B11	Chip2_11cells_B12	Chip2_1cell_A3	Chip2_1cell_A4	Chip2_1cell_A5	Chip2_1cell_A6	Chip2_1cell_B3	Chip2_1cell_B4	Chip2_1cell_B5	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_A8	Chip2_3cells_A9	Chip2_3cells_B7	Chip2_3cells_B8	Chip2_3cells_B9
Q99JX7	5091837.00	7811812.50	5727963.00	6627866.00	6092975.00	5405054.00	804077.90	438269.88	427082.00	384455.78	615547.50	457234.10	597594.44	438814.94	1921491.60	1402938.20	2913304.80	1639138.50	1570871.80	1206242.60
P97346	5088938.00	5028735.00	5401447.00	6333122.50	5972491.50	3931335.20	68617.11	593617.90	376624.25	289098.28	500443.72	563861.25	358859.62	0.00	651163.30	854860.60	1278560.50	1667470.50	1134378.50	995965.06
Q3TLH4	5081380.50	7052219.50	5496906.00	8484710.00	8000052.50	6056044.00	330568.00	882172.25	487141.30	690458.94	1022986.50	1031413.40	841809.10	301285.34	1928327.60	1516680.90	2049121.20	2009057.10	2413862.20	1767505.40
O08573	5077068.00	7480595.00	7499391.50	6611170.00	4877193.00	4836529.50	544349.60	908874.00	313707.44	181250.69	714442.90	807760.25	732220.44	191701.66	1195489.50	1381709.10	1876516.20	1881898.50	935730.90	909786.40
Q9CQC9	5075644.00	7561984.00	7510393.50	6882682.00	7597401.50	7071161.50	575840.44	143133.94	501655.84	236828.95	421488.66	234902.28	786451.30	0.00	879081.25	835592.80	2615638.00	548906.50	992143.75	654724.30
Q8VCT3	5074177.00	9362493.00	6099668.00	6901572.00	9868946.00	7125699.00	198182.10	311944.00	411145.30	234622.83	431641.94	227641.25	759206.44	24177.55	3026695.50	1343852.50	3772391.20	1616712.00	2792784.00	2061064.90
Q924K8	5068962.50	215291.20	4122716.50	8090338.50	0.00	6254206.00	273162.12	519499.44	593473.25	316053.12	1140726.80	847803.50	842746.06	0.00	1414873.80	1697389.80	2219834.20	1502506.50	103376.02	1153984.00
P61025	5064490.50	3883785.80	3762997.00	6393086.00	7135209.00	3326977.00	121051.78	878815.30	390137.72	256578.75	612987.60	929695.25	584336.50	51634.40	1110559.20	892320.75	1197520.00	2363310.20	2168773.80	300916.88
Q7TMF3	5057882.00	4293164.50	3897926.80	3298653.20	3858861.80	4222988.00	155539.38	256078.06	237207.30	295297.38	364405.38	245766.95	173379.30	183131.12	1240495.20	947378.56	1401852.10	685289.80	1155571.40	1194200.90
O55023	5056437.00	8684650.00	5859689.50	10658055.00	7860239.00	8855870.00	294310.80	347139.30	276926.80	219914.23	944779.06	648493.25	397551.44	20333.73	1915996.80	2059519.20	3141066.80	1096578.90	1809527.40	1876324.00
Q9D7B7	5055160.00	8419031.00	6923039.50	6271043.50	7275329.00	4895334.50	455878.70	404844.12	186331.23	350333.50	872943.80	246302.11	216235.60	248680.78	1034734.25	1151664.10	2397606.80	971253.10	1329761.80	1232689.00
Q921L3	5047155.00	3805317.50	3289965.20	7065011.00	6449392.50	6204074.00	957437.00	557206.50	794783.30	465655.70	1176285.20	720540.00	794017.80	423158.56	2189126.50	1672144.90	2490020.00	1605016.60	1799469.50	1399808.10
Q9CQX8	5039312.00	5123939.00	4361432.00	5334759.00	5413814.00	4762960.50	164174.30	258827.69	112881.07	446834.62	476963.12	550743.90	553116.00	356898.62	2052025.00	1773772.00	1248282.90	696219.06	1227792.20	1234182.00
Q9D6J6	5038655.00	4607336.00	5227809.50	4725188.50	2649556.00	6354655.00	256981.88	508276.60	580257.06	440434.22	811926.94	524547.25	410190.94	451663.10	2105056.20	1959446.00	3504896.00	1433958.60	2018267.50	1803368.50
P25785	5026005.00	5373379.00	3618529.00	3538166.50	6694451.00	6901075.00	1943951.50	284421.94	1518141.20	506993.00	242482.72	309419.94	1133692.60	264444.38	895298.00	1300950.20	3880306.00	919752.00	669984.50	1394501.50
Q8C7R4	5020728.00	6258130.50	5205774.00	6960304.50	6438738.50	3363542.00	230534.31	80649.08	724604.94	558583.40	530931.60	452747.30	125872.38	0.00	1791338.10	946113.25	3063142.50	1468768.00	1554623.00	1726238.40
Q9D1L0	5009354.00	3112264.00	2756965.00	4761050.00	3394222.50	2818475.80	259403.34	507965.66	178786.90	200611.23	614579.90	289890.38	88341.62	199478.40	777142.75	862123.50	570288.10	306887.97	835841.30	791943.00
Q6P5F6	5004018.50	5048022.00	5319073.50	5477921.00	6585539.00	4073019.20	441775.40	502444.80	471339.62	452281.25	496130.62	422228.12	185102.72	225577.42	1376258.40	930779.70	2415925.50	1498856.50	1111302.00	1190735.50
Q8K297	5002568.00	3778489.20	3470286.00	3883361.50	5106047.00	4081831.50	466948.60	434667.00	441999.78	285987.70	470037.34	399386.50	187486.22	293774.72	1227677.20	898543.30	1523023.50	961769.44	1439172.60	697123.40
P70336	5000381.50	6202882.00	4416569.50	8780357.00	6692717.00	5662608.00	132434.97	302257.97	508504.50	399962.50	820606.00	548897.44	496945.80	92841.23	1658684.50	1744743.80	1268734.20	1627436.60	1111695.80	1164442.60
Q9WU28	4990443.50	8250901.50	5401825.00	9432022.00	9074752.00	7170794.00	98267.02	523858.56	481930.38	284469.38	1039768.40	530487.25	719054.06	27304.41	1837193.50	1921021.10	2629879.80	1086270.80	2282643.20	1647353.80
Q8BXA1	4986714.00	4975653.00	4499914.00	5807734.00	5371521.50	4861441.00	321203.20	516602.84	455936.66	364074.97	516779.56	394152.50	513048.20	331980.38	837913.10	788642.30	1366323.60	1045668.70	1046605.20	815687.50
Q7TSC1	4975457.50	3458037.50	2114855.00	6623179.00	6776422.50	4995908.50	133636.42	489350.75	303297.50	76139.75	626220.50	462266.88	645772.40	0.00	1340702.50	1336083.50	1460172.50	1161909.80	1691726.60	1439093.80
Q8CE72	4971762.00	6859966.50	4261030.50	5229467.00	7678549.50	5232779.00	554547.40	535280.06	496183.78	422494.25	680873.30	552898.06	342526.16	307452.44	1399756.60	1117822.50	1767434.60	1048264.56	1387169.80	1567787.60
Q62092	4969274.00	12046257.00	5918943.50	5083904.00	8488578.00	6955861.50	1250126.50	107968.53	1780707.90	1199714.50	763846.20	245862.05	1682437.50	262884.53	2130997.20	2381096.80	7175297.50	1472213.80	1536413.40	1364128.40
Q9JJF9	4965973.00	5527484.50	4046229.00	0.00	5384168.00	0.00	921273.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1792833.80	3360710.50	1152479.10	0.00	1536897.40
P10711	4965274.50	7821382.50	5161461.50	9883318.00	9157760.00	6940495.00	74849.00	1302077.50	400159.38	563790.10	503344.88	656042.56	1708871.60	90426.41	2223069.50	2310873.50	1991297.60	2130689.80	2646358.80	1787002.60
Q60631	4963445.00	7255093.00	4680015.00	6979959.00	7215808.00	4886982.00	531935.20	304469.94	655499.90	568635.44	645591.40	777067.50	1380249.10	77243.00	1253527.50	1063992.50	3458605.50	2029911.00	1889260.20	1231600.60
P46467	4962893.50	7029651.50	4717269.00	7711497.00	6493865.00	6031782.00	470293.44	125084.43	216994.62	157253.86	1026819.60	276391.22	291019.60	54852.45	2050354.10	1105132.60	2755682.50	2007027.10	881669.90	717925.75
Q9CWM4	4962151.00	8665726.00	6336240.50	10438998.00	8255852.00	7818363.50	227821.50	454150.90	670931.40	409195.16	890838.90	773857.56	897479.56	42287.86	2070633.10	2007094.00	2945599.50	1424945.20	2610248.80	1785716.80
Q91W92	4940859.00	2714235.00	2270083.00	3762622.00	1513745.90	2493488.00	0.00	502660.50	218010.62	210640.19	752717.90	169167.47	236650.72	32578.01	1008501.44	1197636.20	1073754.40	1913493.40	2221671.00	410049.90
P97742	4927542.50	5984771.00	4724050.50	4161507.80	5175633.50	5792354.00	740657.90	196870.64	355202.80	436295.20	1888928.20	770245.60	557143.80	706129.00	1492913.40	1742117.60	1534590.90	884457.30	1197573.90	1761490.90
P28658	4925557.50	9665070.00	4975011.50	8214053.00	6797000.00	5492385.00	157255.16	183214.62	202660.47	198703.62	921355.06	306764.20	357876.22	0.00	1369112.00	1387120.80	2822720.20	1283831.20	1795786.80	1365726.20
Q8VHE0	4924256.00	5874789.00	5549150.50	6146097.50	5124942.00	4523579.50	377909.38	402805.72	336689.62	329749.50	492740.12	358207.03	542786.60	277908.62	1199365.80	898387.94	1798422.10	1158028.80	1371651.80	930673.90
P45952	4917073.00	5347460.00	4474570.50	3942404.50	4271101.00	4894048.50	690893.44	231321.61	211980.94	282465.03	594714.50	291398.60	215397.48	308189.44	1068131.00	1170765.80	1733401.10	610138.00	862725.60	1290803.60
P27046	4909773.50	4718631.00	4390650.00	4092668.20	5349950.00	6477899.00	687639.56	374737.97	471900.78	471266.60	618352.20	369268.00	675535.10	331419.88	2180364.80	1650845.00	2107012.80	977035.06	1261570.60	1681723.80
Q8BU33	4908911.00	6135202.00	5378346.50	6501489.00	3663229.00	2876812.00	1063762.80	162046.56	619118.75	216776.06	215449.90	115761.23	46934.61	59726.65	1096376.90	1745965.80	1898568.60	970379.25	1612466.50	818133.94
Q9R0M6	4896169.50	4281251.00	1744200.90	5520843.50	2238390.20	3195177.20	694455.44	140643.40	500755.40	104128.27	248065.05	166315.10	273781.30	50478.88	1296950.50	1248904.20	2975161.00	165394.98	873987.56	1584426.60
P36552	4881320.50	5139973.00	4132773.20	5871771.00	4183261.20	3245152.50	738185.56	377526.16	175761.61	158526.64	574848.80	315606.66	723030.10	290330.16	2234685.50	974691.30	1615520.00	655836.20	1222137.60	893135.10
P09602	4879020.00	4077113.20	2046834.20	4133813.00	3483071.20	4085205.50	513602.25	671424.70	475492.60	508088.25	509679.40	434754.60	356291.60	256098.80	1434680.60	1220552.50	1212950.40	1821866.90	1026298.80	671778.44
Q8CHP8	4877258.00	9506192.00	5589334.50	9463848.00	9516446.00	6568476.50	167691.88	516128.56	422913.20	111315.70	906334.80	274913.75	1027917.50	0.00	2069121.50	2025393.10	3065633.80	1301595.50	2263850.20	2139014.50
O88545	4875814.50	7298189.50	4991420.50	5523860.00	6518603.00	5223505.00	72315.35	559060.30	528404.25	424777.60	740798.00	693796.30	208381.50	19834.53	1203179.40	1174980.90	1854617.50	986464.90	1579883.20	1378649.40
Q9QXS6	4873369.00	4348953.50	4064127.50	4447674.50	5116198.00	3795420.80	202004.23	404548.20	406042.94	320853.97	339827.00	652800.00	408721.94	210487.53	657451.10	748271.30	2703785.80	994733.50	1749165.10	921809.25
O35988	4869676.00	8732683.00	4077862.00	5969284.00	6438774.50	5192935.00	419520.28	213930.58	793368.20	509465.38	404347.62	283295.44	728132.44	146270.33	1032770.20	1214791.50	4034386.80	1380471.60	940214.50	1588549.80
P17809	4867491.50	7465242.00	3125219.20	5186857.00	7873408.00	3426724.20	1928837.20	105362.16	852245.30	700574.50	977184.40	514788.00	1083317.20	370530.28	1892015.40	1091868.50	4125692.20	1465338.80	1738973.50	946057.25
Q9DCZ4	4863559.00	6256809.00	5055141.00	5390235.00	4699002.00	6705422.00	829531.75	258483.38	251591.34	161758.31	689732.94	311153.80	446461.80	195693.03	2159222.20	1695823.80	2137957.00	680608.50	1363205.20	1421469.00
Q9CQ69	4861016.50	6913599.50	6294328.00	5362393.00	6630166.50	5687056.00	591744.50	299692.20	246754.39	245323.81	762867.25	323217.62	489779.70	268778.16	1009951.75	994729.56	2072221.40	815004.60	1420394.00	1202218.50
Q8R1I1	4860332.00	6316097.50	4758374.00	5694764.50	6012720.50	5598325.50	310732.06	72064.34	151249.97	135115.88	361365.25	99271.97	141346.69	106712.48	494745.38	841396.30	939222.90	207904.70	304593.88	647856.10
Q80ZK0	4856023.00	5059348.00	4459500.00	5480320.50	4107427.20	4749220.00	571720.40	420223.44	277802.80	398883.10	567051.60	395852.53	358342.06	382571.25	1453065.50	1201814.20	1552578.80	813450.50	1210390.10	1059370.90
Q64261	4854008.50	3844858.80	4254596.50	4511570.00	4717715.00	3673037.50	29904.98	226372.75	141906.97	271565.90	334497.12	378149.34	131665.30	14178.61	473642.78	689955.06	420365.20	701126.10	941012.56	456100.60
Q99P58	4848030.50	3334346.20	5471553.00	4872367.50	5669615.00	2007131.20	367404.34	280815.84	276877.44	359822.25	244107.66	339546.00	278564.38	114601.45	977809.50	1117949.80	1385158.50	411394.62	1383814.60	881381.25
P23242	4837822.00	6928488.00	5450897.50	6733952.50	7069661.50	4474272.50	465464.62	350781.25	741582.94	595644.10	0.00	317436.62	1068406.20	288093.30	902774.44	1009481.10	3368320.80	1199884.60	1008557.10	1051520.80
Q62448	4827670.00	8048249.00	7008483.00	9243049.00	9952198.00	6963728.00	269854.10	1078100.20	688566.75	515974.66	1026015.44	1125603.10	1022686.70	82175.41	1645598.20	1759465.80	3509740.00	2100891.50	1727774.10	1241339.50
P23506	4825085.50	9404413.00	7187353.00	8336174.00	7815724.00	6405549.50	348467.50	518946.88	452529.30	436573.50	633705.56	378866.56	927426.00	47217.49	1397881.80	2126740.20	3371552.50	1494472.40	1833512.20	1668217.20
Q8BRF7	4822706.00	5461881.00	4230786.50	4560643.00	2946293.80	3726589.00	151628.94	205394.78	418386.66	252223.19	192786.16	202443.90	187039.16	198388.56	625772.80	841421.10	1300309.80	932555.30	1133333.50	772522.70
Q9CYN2	4819501.50	5209726.50	4545523.00	5102249.50	6034843.50	4777823.00	352360.38	250216.30	387986.90	238248.56	520920.70	397226.16	449308.88	98944.59	396850.75	295842.03	2130033.80	970559.00	389070.47	1323945.80
Q9CQJ6	4816700.50	6962665.00	5161875.50	8321733.50	7603992.00	6896131.00	88475.34	567115.90	440145.16	388084.53	1060619.40	558344.06	824171.90	0.00	1308358.00	1609233.50	2555998.00	1376944.20	1774250.90	1567139.00
Q8BP48	4814207.00	6790814.00	5114028.50	8058905.00	7740932.00	6892544.50	76037.22	432119.40	433428.94	157700.60	1219805.20	362763.80	493972.56	24177.32	2692549.00	1263581.00	3370609.50	1574109.20	1312228.90	1153326.80
Q9R1J0	4811033.00	10185562.00	8086454.00	8674833.00	7377739.00	7085434.00	1124612.90	148509.83	1010658.10	245122.88	815953.60	219669.80	2206868.80	37266.22	1797960.80	1289187.60	7207445.00	1183316.20	1499184.50	1101599.80
P42227	4806712.00	5965677.50	2969805.50	5400041.50	4855676.50	4466140.00	194123.34	366765.70	643229.80	299485.44	592022.56	382705.62	263543.56	49353.79	1064840.10	1838202.80	2577628.20	1347054.90	1514202.80	1709464.80
Q8BKE6	4796256.50	8184938.00	5132201.50	6754301.00	7863641.50	5316984.50	618867.44	411012.40	499948.70	400059.84	610111.40	382288.78	651388.20	275995.94	1980097.10	1063761.00	2686502.00	1553145.60	1691066.50	1275778.60
Q91XC8	4795610.50	0.00	5035342.50	2721112.00	4721220.00	2883830.20	570409.30	0.00	0.00	0.00	0.00	0.00	395164.50	0.00	1009586.00	390942.34	0.00	479177.00	758995.25	441204.40
O09172	4785924.50	6514303.50	4184439.00	8678216.00	7528233.00	6473959.00	365017.75	664932.90	509979.10	399277.38	1309628.40	772728.56	763676.10	86453.29	1679626.90	1769507.00	3139363.20	2012355.10	1937195.50	1779016.60
Q61187	4771704.50	6973815.00	5049201.00	7619240.50	6452425.50	5383105.50	514800.94	498973.62	668568.00	235007.31	1082734.00	558244.00	466991.00	85814.34	1388091.40	1351464.40	2542946.00	1212363.00	1605610.10	1899720.80
Q9DBE9	4763402.00	6890678.50	3600425.00	6490735.50	5958885.00	5185021.00	1197178.50	564987.94	104494.25	645037.50	120084.27	857932.56	875303.75	1189531.80	1664344.80	2196139.80	1598915.60	876556.44	2491525.50	754657.50
Q9CPP6	4762597.50	6626295.00	4914431.00	3992948.00	4733664.50	4661312.00	63519.18	175328.19	104668.69	200069.28	363224.10	192119.92	82210.74	161390.03	796679.90	787828.90	1094106.60	464861.30	838164.25	1056599.50
Q61735	4760153.00	6216220.00	3958165.20	4493664.50	5964936.00	4448003.00	781318.30	369159.16	431463.03	241574.17	686721.50	395703.50	503696.62	249241.81	1410912.60	1232101.40	2588654.50	960601.80	1132927.50	1183812.00
Q9DCS1	4753226.00	14536068.00	8925256.00	7180564.00	5776247.50	7016942.50	494017.78	138752.19	523387.34	146413.64	447918.03	173613.02	499285.60	0.00	1163283.20	1305843.00	4649122.00	483508.90	562372.90	780587.75
Q9EQ20	4749300.00	1911200.20	4624866.00	5721129.00	1890061.20	1634917.90	0.00	0.00	200898.00	79834.42	0.00	113541.73	38893.81	62530.11	350711.62	703231.20	1005493.75	213230.90	333591.06	1556417.40
Q9D8Y0	4735921.50	7081232.00	4719510.50	6349580.50	6213278.50	6655791.00	292138.75	751182.10	483957.97	172971.08	1607721.60	803352.44	809861.06	137005.08	1319041.50	1500537.40	2040630.50	1323178.20	2023710.20	1780684.20
Q9Z0K8	4731291.50	7193443.00	4132761.50	12523144.00	6257199.00	6859601.50	591961.40	265684.28	296353.00	682536.50	1165192.20	551944.00	647296.00	0.00	2647991.20	1835093.80	1784568.20	515558.38	1430146.20	1517479.20
P97372	4729264.00	5532799.00	3403333.80	7419499.50	5997212.00	4932467.00	218991.00	307536.22	276369.00	114615.88	605758.10	427002.56	441139.78	42764.76	967699.25	1154442.80	1392838.50	638974.10	1136017.00	1036007.40
Q3UKC1	4726360.00	10400804.00	4748856.00	7812547.50	8218599.50	6656979.00	1841321.20	501873.06	1193891.10	549287.56	743742.44	656664.50	1567020.50	358639.06	1729433.00	1620857.50	5822312.00	2693593.00	1846522.50	1989374.80
O88796	4724338.50	272799.56	6030190.50	0.00	264992.34	185125.53	295913.78	0.00	0.00	531760.80	1231535.40	790835.70	93015.63	76183.81	1880519.80	1842897.40	2887121.50	1038708.75	1894590.60	1464310.60
O08784	4716836.00	4681454.50	3145322.50	6644218.00	5290538.00	4460074.00	1362731.10	809960.40	413692.03	373588.72	499382.20	621210.75	784715.30	601700.90	2050143.20	1695380.50	1429968.80	1120067.80	1896999.10	1181300.60
Q5SUR0	4716213.50	5967003.00	3803796.00	6201561.50	5135264.50	3718534.00	216646.94	631881.25	309225.03	319132.06	828468.30	606120.00	774529.90	0.00	1260679.40	1046114.20	1678833.40	1041303.75	1532971.50	1002757.00
P20060	4711479.50	5007777.50	3575980.20	3950733.80	4854355.50	5410425.00	751405.70	32194.73	150442.45	199730.75	271615.94	380137.62	143939.42	193221.03	1211804.50	1668050.80	1244336.20	757038.25	1420756.60	1659706.40
P59325	4710274.50	2401445.00	4530090.50	6747603.00	4834213.50	4428545.00	115062.59	341443.62	410688.12	295574.53	423318.80	512774.03	558585.00	37935.06	1187690.00	948326.00	778054.75	1206139.90	1514490.00	1016365.00
Q3B7Z2	4696087.00	6047624.00	2015385.10	7842477.00	3778331.00	6659963.00	41125.84	322910.44	630709.44	88768.66	967552.40	741821.44	936696.75	0.00	1346553.10	1738745.00	3058576.50	1570080.80	2066711.80	1664441.00
Q9CR98	4688969.50	5263304.00	4708808.00	5899580.50	4820049.50	4554324.00	588161.20	461478.94	433250.72	280118.60	618903.50	459818.25	642669.90	571690.30	1882934.20	1805643.60	2258147.00	1140704.20	1503741.20	1700817.10
Q6A028	4679015.50	12733198.00	7428434.00	8283785.00	9863297.00	7890993.00	70398.97	556541.75	502388.30	365132.12	682120.75	391658.38	547364.50	0.00	1218269.00	2145309.00	3443881.50	1078530.40	1660868.50	1055434.20
O09117	4677667.00	5929434.50	3659762.80	4871345.50	5468690.00	4782182.00	242449.52	192077.64	277390.53	364706.12	258425.42	319829.78	242058.67	48257.57	919503.00	1187832.50	1091449.60	632397.75	1028063.94	1120304.00
Q922U1	4673837.50	5034238.00	4428285.00	4478255.50	4989198.50	4047669.80	534062.94	706904.10	310414.34	264093.40	464796.56	406422.28	476565.50	291659.22	1521637.00	1119840.60	1569570.50	910579.80	1301236.20	877170.90
Q9D903	4666290.50	4974619.00	1684120.00	4135068.50	6754961.00	3642292.50	1481335.40	811716.56	402522.12	451547.88	888044.60	901543.94	1073679.90	1570143.60	2066379.80	2315467.80	1435464.90	1771876.10	2274304.50	1198574.90
Q8K023	4645043.00	6919922.00	3146286.80	2886029.00	11934449.00	2974436.00	67872.23	98713.33	617194.90	0.00	111450.06	304972.16	0.00	21105.66	649986.75	2307702.50	985366.75	291108.38	1292342.90	1551301.40
P62311	4637350.00	5104432.00	3028434.50	7625826.50	5044009.00	3912803.50	642170.75	1309265.40	730383.20	313734.53	1175074.80	997445.60	1455480.20	377228.97	1812516.50	1995796.80	990033.80	1415089.50	2185014.50	1409304.40
P40237	4634331.00	6312545.50	4449600.50	6500604.00	5727460.50	7888150.50	993077.60	478054.75	553836.30	438995.53	547813.10	423512.78	322018.90	63891.77	1251631.40	3297931.50	2521864.20	513679.30	1064107.50	1891883.40
B1AXP6	4629650.00	5900608.50	4943217.00	4286907.00	4716782.00	4577663.50	371408.72	188300.95	175861.42	206672.40	345005.12	299175.22	280055.84	143009.23	1027440.25	1061216.80	1543049.60	591129.70	921965.80	1002418.56
O88447	4610218.00	5707947.50	4393336.00	7131542.50	6947300.50	5855417.00	176259.84	525195.56	407620.28	324139.72	502798.72	498149.80	433159.22	33474.18	1342898.10	1153766.00	1679662.60	1373153.00	1836893.50	1346598.10
Q9DC61	4603376.50	6273988.50	4668935.50	2322437.00	5022237.50	4349221.50	364826.00	275932.06	148529.62	164949.88	238183.06	210324.36	168122.84	117254.06	525736.20	946136.90	688320.10	730745.70	655824.00	659696.10
Q7TNV0	4601506.00	4429560.50	4039415.50	5475264.50	5745219.00	2934896.50	418429.80	288815.25	202585.72	323093.20	594259.60	488073.12	484860.90	81880.20	884921.25	549305.90	983551.20	724081.10	1171670.00	877802.00
Q9DC70	4596410.00	4630464.50	4223834.50	3151616.00	3895845.20	3856463.80	169425.00	219056.77	207810.94	223292.92	346105.50	263468.38	181125.36	281176.88	983798.25	990532.94	1417084.60	712272.20	1160830.00	1222294.10
O70572	4595904.50	5303583.00	3551700.80	4607154.50	5051474.50	4268839.50	580598.40	311547.12	153151.25	67865.77	552701.70	63057.72	517882.30	322153.90	1224271.10	816891.00	1590115.40	1011734.90	1471625.60	949961.06
Q8BKX1	4591086.50	4926767.00	3319119.20	1911284.60	6368720.00	1038135.00	27810.47	517501.56	54581.25	34108.13	816603.30	80063.59	590410.20	0.00	1337050.00	1233551.40	2049000.40	355911.60	2126581.50	182068.69
Q8CF66	4580185.00	8162436.00	4187515.80	6280578.00	7283364.00	5377076.50	405446.50	819713.06	323633.75	392598.12	488071.97	305395.34	0.00	139528.66	1316602.20	1324052.60	2338421.50	633005.90	1223304.00	1191930.90
Q9R190	4575110.00	5187047.00	4374451.00	7259810.00	6697071.00	4757541.00	575944.80	631254.44	330938.30	326315.38	537394.00	643358.75	516595.72	297638.00	1830140.90	1415417.40	1608249.80	1457752.10	2062435.90	1268610.50
Q8R326	4575025.00	4697187.50	1842300.10	8510131.00	4084376.50	3940389.50	970930.80	447162.75	541943.30	525818.30	655639.40	336260.90	726837.60	454456.94	1217557.50	1371235.00	1269487.80	1330752.00	1305554.40	1186137.80
Q8VD75	4562667.00	5217156.00	5943582.00	3744435.20	5075140.00	3205389.50	212701.08	259633.19	233044.97	199935.50	588761.10	369100.70	164154.86	88033.55	1039984.50	949912.40	1275681.10	497386.12	708844.10	1004470.10
Q9DC51	4555474.00	5946360.00	4238995.00	5328940.50	5591925.00	4398019.00	440215.70	365902.56	278815.72	268446.00	778017.00	501839.30	344832.44	373337.22	1091394.40	1019178.75	2181900.80	461631.75	1287157.00	596601.20
O08539	4548487.00	8621613.00	4617463.00	7820310.00	6732017.00	5822297.50	286898.12	709866.60	417827.06	313506.06	772798.40	579855.60	581602.94	51788.73	1674290.20	825931.75	2108902.80	1537669.00	1949356.90	1498915.80
Q8VE22	4547242.00	5542332.00	4041733.50	5209680.00	4226036.00	4779452.00	546046.25	647513.60	222757.73	201407.84	309285.80	218051.40	220700.90	391420.44	1797123.20	1197602.50	1991203.50	1089757.20	1598873.40	1106764.60
O35465	4540302.50	5653976.00	5100848.00	5119341.00	4786889.50	4316378.50	559170.25	270220.06	406086.66	231706.69	582091.40	436310.94	471934.06	314702.16	1079082.40	1012240.25	1765988.40	971623.60	1401621.90	1175866.10
Q91VH2	4519730.00	4546329.00	4245146.50	6975355.50	5585953.00	4311345.50	177228.86	306842.28	388213.16	168094.60	572708.50	482306.06	527009.90	0.00	812688.00	1359496.10	1306361.10	904732.44	1254045.10	1330665.80
Q923D4	4518424.00	5396208.00	3517518.00	7381201.00	6733229.50	5160143.50	661794.70	499723.47	266277.80	289763.16	568543.20	539450.90	737541.06	451782.75	1451151.80	1091103.40	1083073.20	1066787.80	1521887.50	976238.50
Q9CQJ8	4502028.50	5112830.00	4295214.50	3496906.80	3886099.00	3751959.20	205992.20	230000.95	376491.90	373275.50	484305.97	404386.90	222000.30	366645.75	1241477.20	1229175.50	1167035.80	715071.30	943090.20	1220744.90
Q3UMU9	4493926.00	5822905.00	3751938.00	6299739.00	5139701.00	4304815.50	281864.97	346714.84	243250.11	181709.94	306936.34	372794.03	300600.56	49585.58	855628.90	928196.20	1143076.00	795989.60	1023488.20	821672.94
Q8C6G8	4483634.00	7318453.00	3446555.80	5893894.50	6888718.00	5303392.50	0.00	0.00	450865.70	406277.53	695692.50	615630.56	522688.62	0.00	258402.38	1214527.50	1619738.80	203352.19	246626.97	1193675.50
Q8R146	4478157.00	7375778.00	4289293.00	6832379.50	8173173.00	5921818.50	347739.00	544357.25	558664.56	411661.16	676631.56	479157.25	402610.56	31553.26	1627469.60	2196905.20	2862714.20	698898.56	1707330.00	1485648.80
