"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8","07J_SVEC_A1","07J_SVEC_A10","07J_SVEC_A2","07J_SVEC_A3","07J_SVEC_A4","07J_SVEC_A7","07J_SVEC_A9","07J_SVEC_B1","07J_SVEC_B10","07J_SVEC_B11","07J_SVEC_B2","07J_SVEC_B3","07J_SVEC_B4","07J_SVEC_B5","07J_SVEC_B6","07J_SVEC_B7","07J_SVEC_B9","07J_SVEC_C10","07J_SVEC_C11","07J_SVEC_C3","07J_SVEC_C4","07J_SVEC_C5","07J_SVEC_C6","07J_SVEC_C8","07J_SVEC_C9","07J_SVEC_D2","07J_SVEC_D3","07J_SVEC_D6","07J_SVEC_D8"
"Hgs",17.4111523472381,18.075379393115,17.9618087960592,17.6771726764436,17.3086253859502,17.4307073241626,17.3868467412868,17.4659950659152,17.5864133664715,17.7344720780457,17.6917370310555,17.786073517337,17.9401122901732,17.9275084853788,17.3783131928539,18.1801631942757,17.7510690923665,18.0584118064717,17.7416666890685,17.7861762022815,17.666718868266,17.8803745789353,16.6260209379705,17.62252120034,17.4692125965196,17.5525694607545,17.6290561397656,14.2117943135582,15.0539845922797,13.6669513100724,15.0520891130597,14.6155845635079,14.6709148002182,15.0416783875334,15.3064418077809,14.5148948065177,15.5557776550093,14.6689832685102,15.5056144734764,15.2176924631072,14.8166078492934,14.8679784314341,14.8725992779075,14.9207996159949,15.3603454383056,14.8035634316428,14.6261556375914,15.5557023088441,14.6789240185171,15.4029477068138,14.955898697967,15.7165207005022,14.6444580758678,15.0627230924123,15.5652017399243,14.5239343082522
"Hint1",21.2992153884693,21.6705476515531,21.331731324605,21.6723763611611,21.3464407881627,21.3060012716537,21.8006701274883,21.8689822329258,21.7251434040108,21.6548652767286,21.9536929308956,21.694134255093,21.6215724205884,21.2038740960196,21.0021284861376,21.7201294934531,21.5704089998675,21.6364306716968,21.6239519788174,21.2783826764161,21.6365963622268,21.8176405655392,21.3854198625941,21.9545755864695,21.4919192108753,21.3996134227235,21.5811226994987,19.8142043805691,20.6836670609298,20.7728706688219,20.2149998649111,19.5466749522559,19.6612053386818,19.7830604363703,20.5488310517336,19.6346962222756,20.3200684086099,19.6719430514427,20.1306447802475,20.1614579596588,19.3994715978336,19.8245082957454,20.4385712577851,19.967970029511,19.398623039587,18.735157131118,19.5131051409172,20.0243829621671,19.6116615401621,20.3641055484483,20.7840753992882,19.4837933894019,20.1785637504519,19.7372241515604,20.3444955466059,20.2627311115816
"Hk1",18.8330344752704,17.9848484789232,18.2934884129581,17.5993587181017,18.2984289308902,18.3028983094629,16.1471842269988,18.6866119668677,18.8220676216977,19.1435747708597,18.5490267628156,18.6194621425078,18.2898829294814,18.9403008695675,17.7798158450977,18.9429578882851,17.3109234247135,17.6637826526184,18.8075259801163,17.8996306055096,19.1710766387113,18.9114031394458,18.571710034697,17.8658651125098,17.0883601546408,18.5652239365824,18.6939265922805,17.4802121091398,17.9311242985365,18.0108018036313,18.2610629784285,18.2186406357326,17.0769896720497,18.871807269973,17.4467735679729,17.3258674572408,16.9051501186545,17.7087001227547,17.0429289974282,17.2432647992803,17.0980862426166,16.8441080597183,17.2769642594395,16.3896215194973,16.350499665946,16.9806953904439,17.7252192163115,18.6700536358101,17.0983180418426,18.6506777107764,16.5261659319237,15.9574611500385,17.7278177250667,16.6284160390345,16.8545508870116,17.373004009843
"Hmga1b",18.6929318321398,17.4950187829164,18.4548432730501,18.9813349466648,20.7883781477143,18.9099038803981,19.4856612478786,19.8867267243386,19.2937098791371,18.3391280330995,19.5963152644447,20.3654663300774,17.7933043679712,18.8484728733488,19.0170487494951,19.572841045881,16.893536885486,19.6266046531503,18.3434616358129,18.611422733359,18.2977552645734,17.1755402450004,18.541924330986,19.7975472414066,18.6520076903264,18.9993185013876,18.4909183291565,17.5947367061973,18.1931362513125,18.4457042706521,17.5439970319657,16.631908876598,17.8751798067853,15.9717076006536,17.416430212819,17.157509981346,16.4616208494426,17.5143930876048,17.4147344333594,17.2417495397564,17.1488434141741,16.0956058156254,17.4041390571928,18.2089471732463,17.0263326686479,17.5477174354855,16.3496485634491,16.8957116307169,17.2360430286269,18.4440600424357,16.8394048009862,17.2458655534288,16.8788828213394,16.2122351557565,16.6395082369672,16.5471497012213
"Hmga2",18.8154227885127,17.6463454814686,18.2370040236611,18.2900204367603,19.1492405726851,18.5614927466313,18.2520244369835,19.060488624086,18.4037167285018,18.2714830435679,18.966819090504,19.2152381375571,18.2426938370996,19.0955787205712,17.9669327698884,18.8571337234022,17.9882140739513,18.7637216045198,18.448715607612,18.4657841025096,18.9402952131735,17.3180945341117,18.5147819461558,18.8152897768148,17.3584139832713,18.2176749983421,18.4930023584574,14.7692416042763,17.2510311438456,16.4989819892137,15.6189201006127,14.6295343878661,14.8117798471416,15.6812093495615,14.5160637958384,15.5911098183921,15.5861008880239,15.6960454498427,14.3231107003656,14.5921045859657,15.3606048409355,15.1647072549848,14.8785900947176,14.2468326854749,15.7530864689407,15.7893149750886,15.1366583232403,17.0394048245343,15.8875140907185,17.65551239119,14.4828838366751,15.2709897289553,15.4947621894831,14.5009662618313,15.0793250416371,14.9351947418576
"Hmgb2",18.6946515525204,19.0178162584333,16.9041179280923,19.489212629624,18.7341449132029,19.2215438810472,19.3105643128395,19.2637757668817,19.8991165565562,19.2875854582431,17.6741254401501,18.9663247660809,18.0483241047374,18.6824742966049,18.7777723430003,17.8857859500751,19.1328020899106,19.9874978879393,19.6072379768724,19.9934179596407,19.5763754020302,19.6954792150243,19.0741116871808,19.5106026508141,19.0849223821032,19.4287244407396,19.0733291405425,19.4209908778415,20.1095822941446,19.2203790358132,19.3207036901772,20.6004243137978,18.5200950822768,17.5487907030587,19.5016140351126,19.3269012634184,17.5916510548349,19.0651702366981,20.0036644304654,19.8184977758678,19.1490026843492,19.6369682162604,19.4632402909204,20.058416604217,19.8860121469502,19.4649818255712,19.3904133132212,20.1616428124067,19.3870409063464,19.48363267837,20.2531271668718,19.5622668697838,19.5267841535886,19.9713691037425,18.3728450287819,18.8907315685382
"Hmgcs1",20.3077405791909,19.0561335103596,19.6589388235274,19.020911443896,19.9377386923482,17.7574665944323,17.3327351296152,17.9388082548285,20.0863548777313,18.8353973485102,19.0168917673712,19.2701145786388,18.5357235783246,18.4581675543904,17.7471933404894,18.1613907784738,17.4686384700207,20.0249644568916,17.4042571594472,19.3971431192529,19.0008348984683,18.6295203042105,19.4175506033601,19.1342164166825,17.9990750018479,18.5975574442176,20.1525168093971,16.1593218313226,13.8871611251697,15.7050991250749,15.8437325730789,13.6049070964424,15.7436467634179,16.4817773705396,15.3937335153115,13.8315042189681,16.9540630754037,15.8889769905526,16.1935120571609,16.5047565102719,16.5504514856385,14.2010060547616,15.9190884253191,17.4360213797804,14.0988069062407,14.0864711857972,17.594753822076,15.8201063234324,16.4851080673359,17.3421026418436,17.3806573834814,15.1977344002326,16.8238178999266,14.7647287084077,15.8081036261265,15.9860809082039
"Hmgn1",20.4743920920482,20.5412038001485,20.8902689981771,21.2323726535558,20.8706385414158,20.9001490401722,20.8646060860501,20.5122162101833,20.5182950112742,20.3781256736051,20.0081498867773,20.2693740603947,20.939767247945,20.9541304886917,20.971169148682,20.858718822929,20.3541674191133,20.3367199006703,20.3187835160473,20.5739277444224,20.6880683738325,20.5637389415322,20.9669282220691,20.2284556533867,20.8235044133528,20.5945412176993,20.0652649419814,19.0203698693998,18.7617356897923,18.0586025219461,17.9111549842363,18.9164384370857,18.7570411135279,16.9933838543061,18.2356428624093,18.397630909354,16.751771866686,18.3954747672836,18.5376104894019,18.6434562868994,18.486535622221,18.8350411625261,18.4428561058761,19.0277698952024,19.085252112378,18.8348852084331,18.3868711112074,18.5438259389606,18.6705263672772,18.7459797151664,18.9634918129774,18.7261112516997,18.2174523601302,18.3769217886283,17.3587741913212,15.1697555368531
"Hmgn2",18.0270720920311,17.3493658151574,17.9648393702382,19.845757778863,18.9370584453713,19.9865738290386,18.6607017694408,18.2630259668055,18.5810564317299,17.9967124749603,17.3933470194621,18.4833558898419,18.293655210974,19.6677440055018,18.92327836649,18.1869902474897,18.0977343553909,18.7854237692624,18.7959969400184,18.4583017884743,18.6813433506524,18.4045135092114,18.8791740070803,18.5210091963256,18.1311559480168,19.8501253400248,18.0593253732587,17.1674862802951,17.8298507173446,17.028331479081,17.1795081258748,19.8172536134691,18.6333223632746,15.8440604171801,18.1691714782098,19.6868673331068,16.8357444164415,18.1531666095573,19.4586011103034,19.1203200527026,18.6742974777718,18.7759508260592,18.0846171993994,19.1352256420992,18.9145764660928,20.6291253970606,19.2563768304606,18.8583936009622,18.6866394310835,17.6759539404308,20.2637218313108,19.3760561795172,17.8533065920441,18.3556637525953,16.9587474381483,16.8954996669512
"Hmgn5",15.6286893039401,15.8324965504527,16.3231398700032,15.8371502481691,16.3519805830513,16.3240627558381,16.0788405632926,15.938208501752,16.323836344161,15.9644974841557,15.6393773937779,16.1389558497534,16.0588991822645,16.4122218590026,16.3142233901229,14.7895901031647,16.8753784212407,16.3333341961425,15.9961385437365,16.3933012051655,16.2085911998956,16.1648544463204,15.6559503787334,16.132187935621,16.2917232069867,15.7994397943024,16.7482422351149,15.0664199049019,16.2691572200545,15.5111232765354,15.639574348292,16.3029096230177,15.9069421011902,15.1733621732676,14.3501016373883,15.9989970049764,15.3065725605524,16.6213002403238,16.2879814270988,15.0651169756984,15.3445824409132,15.7103565543208,16.386897947421,16.0012401855195,14.9527194673723,15.5532951992474,16.0166012355757,15.9885932372771,14.3591066548955,15.4281976000769,15.6407744463867,16.3299800288947,16.0663227498791,15.2298093056205,14.9856068288835,15.3629628404926
"Hmox2",16.4946391760912,16.7461988706458,16.4507089747963,16.494694819667,16.6363668455344,16.6393811686618,16.3302144084896,16.1448941039033,17.035275628072,16.6483731046509,16.8185676348058,16.6318884268853,16.1568216556247,16.127756919096,16.5383752809695,16.0857026289727,17.0207017840906,17.0607604389098,16.3438034888345,16.5912992831001,16.5985605271179,16.7170184971691,17.2436541469457,16.2424142784781,16.1700616143087,15.984501098916,16.2263240953534,15.963682769909,16.0755888793407,15.8521425255068,15.6301877741063,16.0119703980347,15.175355855896,15.7797668802207,16.1853615775779,14.7059696665525,16.2954337588172,15.3652830979364,16.2703651303423,15.315336584697,15.1291415767342,14.9212536924873,16.0334372867327,15.4170515763433,15.6203669483248,15.6671036500763,15.5913794277044,15.9341267611903,15.0783549166236,15.2668347354725,15.617557589847,15.392010965059,15.4599366549815,15.8650807760225,15.7085834665189,16.2970608129362
"Hnrnpa0",21.1906426415703,20.2273704079265,19.9764213063068,20.4372798140258,20.8133199590791,20.2901213123827,20.714804099068,19.8820065066708,20.637936731126,19.9769882097098,21.185496546246,20.0872797464264,19.5166438363635,20.431406240405,21.0338066898914,20.8597394732623,20.3835002118275,20.7218610855603,20.4592800817169,20.620429175128,20.5134593760918,19.5983509500389,20.6524603784468,21.2492990766544,19.9062534360759,20.4100429169379,20.3560812150712,19.2444385728445,19.7975242648595,19.014586192531,18.4537047620781,19.541689369479,20.5679025392079,17.0336415180339,19.1077267125312,19.2754005267941,15.6476345031615,20.1687413447581,19.8582992343628,18.9655199155045,19.1089688069104,19.9723256378054,19.367700395067,19.8668657072714,19.2508735183298,19.9622967143401,19.5050833935956,19.1373448500811,19.4274267982557,19.1068352009904,20.1071822087657,19.5341489212464,19.1827062027035,19.3795329195381,17.8208915229408,16.663523459753
"Hnrnpa1",21.0597981378607,22.8403893171953,22.0034456746762,22.8508838166488,22.5181414020168,20.0198478579009,23.0533811651266,22.7380653084649,22.7328151703077,22.8791854054802,22.8512748574074,22.358422213264,22.2986051341861,22.6394998194621,22.7287534491344,22.1278583339964,22.910432493039,22.3994198031424,22.8856176820954,22.3961724222897,22.6953592428896,21.9981423633002,19.8277201306627,23.0922215202957,22.9405459367192,22.8445860206824,22.9890171186639,18.4026300770966,21.0055772817099,19.6447741312743,19.2099744692625,20.1958448287266,21.0196200723225,17.5003981523379,20.7163275587201,19.8495220794799,17.1137371791129,18.4866128967874,20.1350954173641,21.0053067946867,20.420042709252,21.0208763808676,20.7565472005373,20.2074636938941,20.2068592726972,20.8020464809181,20.4904453875371,20.2297365374018,20.2401911510452,19.9023911441534,20.346453627537,20.4814787222102,20.3427891586956,20.5715411096088,19.1403320620604,15.2933710701108
"Hnrnpa2b1",22.8756837912638,23.373692767165,23.141322118191,23.7406727587076,23.7132739337345,23.582344073068,23.6548665736467,23.4271619815298,23.4181749985323,23.2874241595751,23.3960300594546,23.2359778713107,23.8904012078727,23.5363064335567,23.0733285622692,23.125353528409,23.3718658932137,23.564838883556,23.5170867467803,23.5285376453043,23.2780578596297,22.965615979125,23.3115824989164,23.3095637886912,23.1383905887245,23.5439610770785,23.2137311531173,21.0999181343849,21.8247209167288,21.4150738963078,21.1812573479657,21.7173861191787,21.6636169389012,18.1109884712961,21.5617127985538,22.0362738995791,18.5075753016256,21.2942223538633,21.7387393301481,21.3946429774768,21.6888861415024,22.1372826071328,21.6332342513053,22.1517352930115,22.1525278167143,22.0631031788131,21.7624528093949,21.5337116362869,21.3589742429243,21.6846019880812,22.3101063096002,22.3331147281051,21.6688992655138,22.0946247961861,19.2827749065604,19.0128827521938
"Hnrnpa3",22.0619194685805,22.6559873527213,22.7287863151116,22.8350517867291,23.1745740929816,22.0614329427899,22.7015274600967,22.6243018591878,22.5845992230878,22.7495811085017,22.5293994261771,22.7045277685531,22.5124669792492,23.0531874096321,22.7110360848602,22.6037066557719,22.3219363591633,22.9371888713825,22.4709836831427,22.8788487930741,22.9288886186205,22.4374969291301,22.2965197004974,22.6584130124828,22.1543365045978,22.6714039514879,22.6287314683992,21.1692441476506,21.0567211816209,20.5512532041359,20.2683168052184,21.2571994483088,20.9912707535656,17.4206379497747,21.0347224404462,21.3014057505823,16.4139851924848,20.876183481415,21.0218539196925,20.7284329050846,20.6302978698317,21.3021373272735,21.1355405195127,21.4710188892888,20.8585810581682,21.4636719739944,21.1943787593205,20.8869859305092,21.2890988433833,21.1559836274759,21.2121663388183,21.1522805841081,20.7864551224741,21.1603641238649,18.9179031842232,17.710589217952
"Hnrnpab",21.7368398574691,21.7386535377676,21.8617726572574,22.0599718277784,22.0906789971429,22.356717183137,22.0842639799512,22.1067193141848,21.8629598081309,21.792520240873,21.7440319160008,21.6653936504684,21.6384117776298,22.1176483778231,21.7535646325231,21.5551428968383,21.8077104525507,21.9395649287076,21.9433791849998,21.9421081352284,21.7552681609389,21.6631038669805,21.8354468146434,21.9221382770552,21.9796996985151,22.0455236163251,22.1025816418466,20.4075495559122,20.5422622715674,20.016185919793,20.0227860666484,20.3520635430936,20.8749771622475,19.1677499876382,20.1646145941332,20.6719695651831,17.0238650933164,20.551704337848,20.3743532543159,20.3339984350951,20.05530664823,20.6021324119071,20.4966966480863,20.6505856070927,20.3614647222687,20.6173767280864,20.3274069385675,20.5801304329704,20.3562173542886,20.801745997494,20.8736329142232,20.8293994566128,20.4324556283051,20.3383396921679,19.4739313112953,20.178984131489
"Hnrnpc",21.7699745308272,20.9497857175352,21.1460506199458,21.3046463650016,21.9457194375088,21.9877225388619,21.546604859487,21.2693447670101,21.1383542379359,21.9482444196365,21.1419564829688,21.2313649462132,21.2107394969162,22.1120778616316,21.4411178764752,21.2048687756096,21.2794997597515,21.0652805309826,21.3375988746138,21.5116447351806,21.3201609668493,21.1769689613428,22.05222256459,21.3993361818271,20.8912867114179,21.3007525721461,21.2571407953751,20.1690553298173,20.101562103195,20.072552176078,19.4590066111841,20.5007983322392,20.590916465279,18.6197229420108,20.8168768017914,19.9202568320468,17.0131132451472,20.8379140243927,20.1114143755486,21.0689425462286,20.804464209314,21.1325922423462,20.2367555908717,20.2979058922663,20.469045586405,20.6732648976506,21.0989708565333,19.9184522839655,20.6175852719463,19.9826816826274,20.3372806011437,21.6097401858753,19.9732412593513,20.882635150177,18.7887772427346,18.960866544474
"Hnrnpd",22.0443647484137,21.8778956057976,21.9649696457583,22.0505949588678,22.0853648790743,22.651842520408,22.0408885161545,21.2691038230078,21.6853542162164,21.672661652726,21.5400430054454,21.7793002847612,22.0008749768853,22.0531762984605,22.3331395478385,21.7271290212452,21.7633426874585,21.7679263867752,21.8051700435316,22.1152850423609,21.9037703909659,21.3997594031592,22.3339087280369,21.7641871138752,21.6284040938843,21.854549690144,21.8981236560967,20.7609822232294,20.3396068911374,20.1437609692737,19.7809134319272,20.4403416800535,21.1247387415358,17.3431510384428,19.7797675738624,20.7472945255957,17.3929717707708,20.6343424686936,20.419985076499,20.2309249235078,20.2638505901816,20.8510273052016,20.4645758643785,20.9053939733443,20.6104810824029,21.2232963588418,20.449690445702,19.6478773295566,21.0499277271712,20.4710954417732,21.4068875485409,20.6561846602543,20.3290705329463,20.5632403325691,17.4596502780606,18.1279037142939
"Hnrnpdl",19.7395600247114,19.1335815863079,19.1061917710564,19.6059735242922,19.6498859918501,19.7440395475081,18.8342614907713,18.9545488582243,18.9993346049026,19.0814038685664,19.3006351536018,19.574832965207,18.990431874142,19.3284297096843,19.3528475316435,18.9000523612301,18.8252705695298,19.381313883655,18.8083316665868,19.4795879847045,19.7450642487092,18.3295167350799,19.6619106510096,19.6012020429876,18.829682082583,19.2610339533411,19.7447598601224,18.2471842422599,17.8730297194214,17.4556519451274,17.5182298957837,18.521933706513,18.4070370007881,16.5933560185977,18.3085865614402,18.1999449633447,16.5490864555592,17.7373507130512,18.2036662717753,17.6320663648274,18.3279975272606,18.9628207696547,18.065306025202,18.454554676053,18.7340720730767,19.085744590258,18.539224502461,17.649266042315,18.162994396997,18.2448811980177,18.8508356597126,16.6535442128848,18.3169965739973,17.9514135231354,16.970576083824,15.827375926597
"Hnrnpf",19.354394036959,19.18350286172,18.8097076233592,19.2569727567309,19.9358166017143,19.1501567640944,18.9454391005143,19.2099625221299,20.1822631568293,19.2165993411083,19.4327061119668,19.2284550902766,18.6510695757112,18.9358135431757,19.358754085843,19.1151880884766,19.178191774138,19.9697681975623,18.9304598079292,19.162720795762,19.2444206279691,18.9920858307432,18.873002507942,19.3052565394097,19.2594657390099,19.2434627641324,19.207292267378,18.0014065292471,18.2337360953062,17.3099444268838,17.5680247337789,18.7690537219033,17.4426441549527,16.599445575868,17.8050397735065,17.534381558325,17.5637005984936,17.6543419846313,18.3515435914065,17.3639245482786,17.9387024347615,17.6054455206049,17.5886859638275,17.6253601660426,17.5809217301851,17.9076005827731,17.7514555847157,18.5583203549602,17.356670686194,17.9338655586038,17.8151521276102,17.7885834322617,17.6463373394507,18.1065634944986,17.6223449288746,17.5218776725509
"Hnrnph1",20.8474201149247,20.5233581022044,20.6833372501647,20.2825506765929,20.984186105916,20.8634880058901,20.3122716162668,20.1133011801057,20.1012343469511,20.3768708471083,20.6019822642559,20.5627301985866,20.4557574704483,20.7601958354156,20.5713415202603,20.1633483512055,20.2250256050847,20.5565747118277,20.3779689467058,20.7148392290119,20.1134903874673,20.3935942277733,21.663329143962,20.5341422447207,20.6569861377487,20.7243060557379,20.2687034174785,17.714485156434,18.7435348085111,18.9642785795759,19.0607017872174,18.7344084511288,19.0211060726336,17.5563954065363,19.6580520830545,19.004654523937,18.3152692851784,19.1825434950165,18.8767491607148,19.1489434253011,19.0118224156191,19.2086353370711,19.3098222467165,18.8206095746977,19.1448583085167,20.2130581601777,19.5183324778044,19.0365896973041,19.5383529938739,18.6646388435136,18.3298269872178,16.9007519971421,18.2223489154162,18.9395893806724,16.8853371956654,18.4324313536105
"Hnrnph2",17.6560946470982,18.0107173947079,17.8244491880004,17.120927834649,18.4057801974252,18.2291369287679,18.2369839791011,17.574994529708,17.2683700571537,16.788119685023,16.9485234380354,16.8904315007997,17.8641020936915,17.8590820170088,17.2183195391198,17.6536050714054,17.6372622078794,17.1231719172234,17.150633513404,17.3001690129345,16.8074671986712,17.0706270081686,17.0602782135494,16.7309159184912,17.4762356070378,16.8414129582589,17.072938663808,16.2380548128442,16.9550525220044,14.7208445315093,15.47765612194,16.0623003334319,17.9908894773244,15.6940510577646,16.5075057609742,17.7875392938977,15.8356866840409,17.1002179327078,16.3226490812008,14.4672986481309,14.8453506278673,15.8443629046157,16.5909022484533,16.6181054129858,15.4523522495932,15.9120710775163,16.5342309672117,16.2930009211695,16.3536570435927,16.4739121216515,16.1223190493535,17.2105244515856,16.4807824952315,16.810087769936,15.6790083572746,15.9370483158293
"Hnrnpk",22.3619726764999,21.9305803840837,21.4400446152678,22.4227123501053,22.4074219224157,22.491471606605,22.2272073659027,22.1131954193615,22.1651275200402,22.071829016327,22.1461655376885,22.095013940532,21.7546831883229,22.5158027831072,22.122849534898,21.9847477899759,22.1124990495056,22.4676961192435,22.1828761017422,22.5735462547601,22.3016790735644,21.9913459591815,22.3290935447275,22.4327965608155,22.0671868458897,22.3693783339364,22.2871426578778,20.8494192560024,20.8186834243555,20.7222166139099,20.473952935261,21.1004464381046,21.006655808115,20.0601978729365,20.8452926331051,20.9095057617774,20.5061573356881,20.8831791997996,20.881564209888,20.8774124142962,20.7337653117325,21.1177359915442,20.8503944981647,21.3931358342918,21.1973671890214,21.5060653704796,21.278391319128,20.7316908312683,20.8771460627856,20.8122510750859,21.4625759452488,21.0647141911887,20.8838641759972,21.0155202377494,20.5820079752398,21.0964505456586
"Hnrnpl",20.4254364317926,20.3999006695622,20.4632142221584,20.724150494875,20.9933389303306,20.6546981540205,20.9031491869127,20.8098894916858,20.657646204194,20.6128604320015,20.4670998004489,20.4862212172806,20.6258828849273,21.0257527720929,20.9484676837812,20.3613825462938,20.7179507924771,20.8235058046337,20.7469172323361,20.9983849408003,20.7379304205116,20.1626605409158,21.1918809391344,20.8127969695189,20.5826633130243,20.815893819408,20.8536585655774,19.3006219505428,19.3168136800326,19.2789907366146,18.4471534110754,19.4583288654146,19.3120175475047,16.6338308730903,18.8185792475794,19.4801565805268,15.4754886012878,19.1465063165039,19.0102308087853,19.1944033845016,19.1221580186783,19.5528390432483,18.976620625874,19.6480251569084,19.47518565006,19.8988373646234,19.4556770792116,18.8982960422001,19.5976113095127,19.4644586244903,19.5479629453352,18.8090456319336,19.2181914776141,19.4272207834442,17.0273202260119,15.7783386717433
"Hnrnpll",17.6357570836931,17.46689496168,17.4342577477489,17.6801144749376,18.3550720154187,17.5803503480296,17.7922603318351,17.5192880773986,17.6556108653539,17.6655915852292,17.6652417116581,17.5938421212717,17.6040589171233,17.9428461821519,17.4150192404116,17.6640106044377,17.6653207388177,17.7729115792453,17.5547829295319,17.1813068606962,18.01542706695,17.4662822220805,17.4370294151179,17.82715597774,17.5945353663956,18.107896147261,18.4404686327523,15.2228872510098,15.808100595575,15.2318343367214,15.2846096801755,15.4280255082138,15.6555360579844,14.9637442358176,15.5090742538813,15.4580542623377,15.0306801618579,14.7864212913769,15.0421725418062,15.4124788367377,15.019200326184,15.9194063218444,14.9370336586931,15.7506979760406,15.020182681587,15.6312776657151,15.0664253411075,14.969334041125,15.4369198621148,15.5843707488441,15.4867139630905,15.5751795856095,15.9786875718043,15.3185583023324,15.1102986799222,15.1196413469647
"Hnrnpm",22.036037928549,21.8251488312976,21.0888316471835,21.7320570422685,21.6666502571925,21.8413644437154,21.8848352916832,21.7696057020119,21.6215889343172,21.6789343736967,21.8376661944676,21.5982045487493,21.5226104795186,22.0600691690946,21.6816996140337,21.4879621958911,21.3449389115788,21.8041382810507,21.5491530623935,21.6962934737451,21.6647050116095,20.9491409712681,21.6285218847632,21.8932105567046,21.6274140885153,21.5343239714692,21.7100952482563,20.3549513524554,20.8236290570719,20.2948156129611,19.9775183536422,20.7570431875344,20.5392346955469,19.1664462944793,20.2525090572396,20.4665093783275,19.3955153850747,20.2048178986746,20.2465060518661,20.0981550462467,20.3893811744866,20.660688787687,19.50278972912,21.1265011088853,20.5373700000769,20.7377869212836,21.0924037640504,20.1093801776794,20.513757616938,20.421244692176,19.9512518977501,20.7635259082044,20.40844138423,20.7900612952531,18.8802825492194,18.9788441909882
"Hnrnpu",22.1076236393714,21.9435635598101,22.0228698153938,22.4854929943049,22.1327877453076,22.517932718668,22.418163646228,22.2345260318126,22.3448705563336,22.3005780476211,21.8265987751886,21.9883759191986,21.5683055924246,22.1868207475884,22.5376946516916,21.9166113629158,22.1882007774133,22.5769724056183,22.3367958694666,22.2299726289181,22.3390960426832,21.6004825917361,23.0971707719732,22.8004564868774,22.3226150134796,22.1982822273408,22.1534118522877,21.0483616533193,21.1138827098426,20.7320810190589,20.2469636205991,20.9666085939555,21.0883765327154,17.4131500245999,20.9161045065488,21.0076835163667,18.631481958153,20.7505062032022,20.8705422100665,19.8565912351941,20.9999920038794,21.2658719642423,20.4791445878746,20.829217413312,20.9224602493519,21.4067782183392,21.6479713579451,19.9133519631511,21.1226601349641,20.6331774104773,20.4771996457369,21.2823207156928,21.0583425001603,21.217632272979,18.4595015101194,18.6406726288169
"Hnrnpul2",19.9034628520672,19.759228272905,19.4503370241023,19.8619241051626,19.8599388754487,20.1540731090065,19.766521957984,19.5796332423332,19.5045386875165,19.4153126264437,19.5831526080133,19.0768436641207,19.4045200021277,20.360341111328,19.8726236533552,19.4446535571287,19.9081213483221,19.5962822759706,19.8172430826597,19.5683415805739,19.5579323469604,19.0459318049763,20.0330195212611,19.3922659799717,19.4556323092529,19.5965757986191,19.6761530850871,17.0875375139971,16.957137608206,14.7714047319144,16.3375684716691,16.503151398187,17.6688562439047,13.7773276080997,16.4528529296433,17.1857062044547,15.0447292714053,17.2638380631552,17.0219202497311,16.8530508457713,17.0708034210913,17.1915932749826,15.9267950627453,17.5232219134865,17.3104402852257,17.4182723146192,17.5213212891442,14.2514058550654,16.9741816794722,16.7808670879291,14.668840091002,16.808176930714,17.20883459892,17.1480472641099,15.8078441829705,14.8361301782035
"Hp1bp3",18.0373368088922,18.0503436153978,18.5240759892972,18.1530351552431,18.1941756878896,17.9980631003693,18.0165728257927,18.2758291549329,17.3963386733687,18.3432506562848,17.7017951140331,18.5289103961469,18.6473257795897,18.2729537379662,17.9562789698289,18.6722614878211,17.6130650466733,18.472475362611,17.9012628915341,18.2052256132485,18.1830676978819,17.3452998450812,17.9906299048327,18.5594659977335,18.2597374737373,17.5121222994585,18.0802831535048,16.7196785440368,17.938696094874,16.5612273435816,16.5110880516148,16.8764302906239,17.4204996868307,16.2427545075298,16.6093020813051,16.2068372085466,15.9018848356754,17.6960627838755,15.7538400266296,16.5030110634519,17.6245760263917,15.9000085694793,15.2571396677235,16.4085735498161,17.5316518194486,17.8213905942214,17.1796464727101,16.0026700208142,17.2403911370811,15.0900851618487,15.6041060592511,17.6732399171024,14.9908712445899,15.3821418485139,16.2378180089904,16.3770253052361
