"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8"
"Nnt",18.7180274018857,17.6427907894479,18.3802626722518,17.7003079752997,18.3364666974638,18.0228528381885,17.9252906246287,18.6916681823341,18.057086743941,18.5401265566324,19.5166444288615,18.4546308688037,17.7011054228787,18.2491878194017,17.6535141568764,19.0707651231887,17.6740863533196,18.396840350756,18.5729980853598,18.8129345117491,17.6099297467448,18.2345377299279,17.837609687288,17.9233012185711,17.6102641955299,18.3179492717874,18.9012751610413
"Nob1",15.6257498901336,16.1847824806255,15.5142158936174,16.460947112643,16.8630661807356,15.6901527092835,16.7451868338767,15.1250006981445,17.0194438210676,15.8723082139119,16.448026878923,15.5410700467093,15.9068477460262,15.8013360762558,15.4199775034745,15.7368536306199,15.1984177395565,17.1054584287659,16.4559923297838,15.8226218955709,16.0141775174229,14.9907233888614,15.8747110029843,15.6571145448184,15.8153228110072,15.6613174282109,16.7991368718567
"Noc2l",16.9768370726073,16.2414144811789,17.0818538290747,17.234467047351,16.5669727611242,17.1662045630945,16.8249703903457,16.1543805194142,16.8252934643161,16.9754164924526,16.4342997308738,17.1829745747846,16.3230589255006,17.2073284600394,17.2569706059859,16.2332049294489,16.7092353785264,16.0421405663767,16.2884340947238,16.2736272143359,15.6711793359701,16.0513301995496,17.5439963417682,15.4817835928331,16.4592679277041,17.2833180822186,16.8359182185977
"Nol11",15.5266526484991,15.9588962848238,16.636930605977,17.1458332632474,16.7685849039424,17.0311016885737,17.0237623112331,16.1952325799933,16.6399460047944,16.6192878985415,16.2812007719365,17.5788548782368,16.2944741586071,16.2530272359666,16.5061207315628,16.6640116060036,15.9979311691602,16.2893475978928,15.6263397391837,16.8352045749093,16.3216344425891,15.3058449413127,16.1404058762684,16.7274962099415,16.8580931481012,16.3540645893871,16.1455807110972
"Nolc1",19.8182673596294,19.7802138820915,20.7072756238812,20.6127792916525,21.0725749355283,20.3573888142582,20.2718355480705,20.4328525125996,20.8300802028623,20.2020476468972,19.242283099598,20.4431039540132,19.4562083150679,20.0770051926698,20.2925974480484,19.3011219889978,20.0197342138556,20.9744803696286,19.9077736587596,21.076008448455,20.6040573322872,19.9125535284544,20.4952685217615,20.6193327351619,20.2101800535999,20.5090003271384,20.4002392066552
"Nomo1",18.7691280499335,18.783775483055,18.9229570751608,17.9751807988389,18.3786617864523,18.6887319556173,18.3513089346064,18.5150798045978,18.8206182883831,18.6840032129247,18.747465036226,18.7212604652464,19.0966513698891,18.8525267752184,18.4219155074896,18.8238052348356,19.0282043453731,18.355391536734,18.9992199497027,18.9163622553029,18.2849234648402,19.1494457568055,18.6022857254116,18.8928083308273,18.6998475045342,18.4478090687103,18.8347908836629
"Nono",21.0064613632362,21.2530797550892,21.0862677930097,21.5466339674406,20.5434436487878,21.4619230203898,21.0647978237342,21.1675775238517,21.4935637970049,21.6959919757665,20.7676734110918,20.7379720046116,21.3294290626167,21.645295627788,21.1628228612008,21.5187639623159,21.2454623261754,21.5302077652203,21.1468063308327,21.7242704960327,21.5764466332621,21.1773821237172,21.3221929711752,21.0947266498074,20.0975304306586,21.6797570496296,21.2596658095584
"Nop2",19.2874191323538,19.1342925047005,19.5632988771155,19.7655552996886,19.8587021667077,19.2021985130863,19.588351192586,19.6402676466108,19.7528250012502,19.6664354817943,19.369650700009,19.7207955857557,18.7319057843728,19.5807425458622,19.8856820271059,19.0905078161374,19.5046103569618,19.7532828504429,18.8202952247148,19.8109083933586,19.8684516259318,18.8832201891529,20.0877634711854,19.8629171425997,19.6117620231715,19.7382710441547,19.6408075320166
"Nop56",19.9940706306687,20.0190771420258,20.2641638199781,20.2846677302448,20.1819946653737,19.5377824218991,20.087142155382,19.9421552304244,19.936261385154,19.8448395867217,19.8675596142035,20.1390239210433,20.0040791386544,20.4575555688125,19.1524986802832,20.0118945021568,19.8272964842411,19.8991529509564,19.6288480681219,20.1985003139449,20.2685139223863,19.6690306074674,20.5135906088491,19.9704723244854,19.9183936542337,20.128617631402,19.8861772576842
"Nop58",18.507205664692,18.9585254782178,19.0331246589946,19.1550602224064,19.1834277382114,18.5565518820165,18.9947954166283,19.1229406154726,19.2437912807699,18.9667873220342,18.8992422902007,19.3354334204764,18.9495442796186,19.2253429446883,18.5288205704201,18.7130907732136,18.7356609507424,19.3930099565984,18.6842279800621,18.591734311273,19.0199129040222,18.704560873619,18.7293239918225,19.0337970267024,18.8253758052763,19.0532443988721,18.8762479020215
"Npc2",19.851318746416,20.2346595535246,18.7310121839437,18.6879710319262,18.8737574400955,19.4724883920999,19.5486831907717,19.1543169628744,19.2308032017924,19.2924239090288,19.36147059874,19.6376394007161,20.4919859015199,19.1399130304008,19.1584726354926,20.2758560574367,19.442912070818,18.5597110681335,20.4369486591336,19.2381426989172,19.6548846139384,20.132093167627,19.3144674094245,19.9756844898752,19.0326029922833,19.2087306492909,18.7919308969931
"Npepl1",14.9281499518502,15.4335840722042,15.0729808223391,15.0912990838379,15.1475882078364,15.376809739531,15.3439916422843,14.5111485090082,15.0969575401763,15.1513556226702,14.4977359613172,13.9247563124237,15.1979726665379,15.0216655977702,15.2658581014576,15.6519383728677,14.7259289313713,16.2863221680139,15.089673383316,15.4236044549106,15.118962416417,14.9154527765301,15.2637053730211,15.532750002759,14.8255623472104,15.2134343968468,15.1224689617715
"Npepps",19.4528671677489,19.2826817159819,19.0760224730821,19.085623820871,19.4875145710386,19.6899794156204,19.0271257621495,19.3611768219374,18.5133469838926,19.2695425312389,18.8221234438369,19.108128872586,19.6263640707105,18.8836872021116,18.7544289316807,19.391026954291,19.2144902417471,18.8245778347557,19.1026843106553,19.0819859618414,18.247478987596,19.0194107849722,18.7092072586447,18.9068878120483,18.9104277182618,18.6083288479162,19.1042881912511
"Nploc4",18.1913003698973,19.0091660459941,18.6644450409216,18.6607594588258,18.8691331586908,18.3330685459437,18.2423946814767,18.9280701684057,18.8730634557589,18.7711252554724,18.7578686948045,18.4925074868926,18.7038551459319,18.0433345326963,18.6960776208941,18.7920954536541,19.1598323103284,19.4141429481317,18.4209782261807,19.3282733480899,18.6886404750192,18.8512997825734,17.1793454132355,18.8699322179243,19.0904514021383,18.5822736310781,18.1552819587087
"Npm1",22.6174751704735,22.4602844437398,23.1537656794082,23.0436170199323,24.1201282490337,23.6571210269263,23.2817556571536,23.1881319045389,23.7861428336069,23.1143859101138,22.3949984437645,23.0068860594898,22.4062403449181,23.3632213467082,23.5496688770728,23.1171106216835,23.5161983169654,23.1427908279435,22.1840618680132,23.7219093070485,23.2772223952093,22.7104403331102,23.8879578773009,22.961829890903,23.0386225463895,23.284502299317,23.0918601100808
"Npm3",15.6700206119217,15.9654013749524,16.4838075041573,18.2982134620148,16.2877199435718,16.3639355691879,17.6945657410088,16.5899322650227,16.7579878933083,18.0758161903586,16.240973481972,18.138206657646,16.153634335398,16.4626240278299,16.7587824659435,15.6890682528924,17.8940918868371,17.0591826615115,17.8752895630502,16.7717676488133,18.1415969872253,16.5744920483979,16.4370800237984,18.701261665139,16.2683141875831,16.9480900865698,16.1911202571257
"Nptn",17.6028640946655,17.1863646359022,17.2514878764908,17.1977171465004,17.4090974422216,17.5903480267388,17.3106547571517,17.5866364783529,16.7772000804806,17.1586261570985,17.5115932556685,17.7949020602535,17.8675487085882,17.6053861046435,17.06300241276,17.8765176121921,16.9799418758977,17.1170122041075,17.7949850493111,17.3146438950702,17.2963439256512,17.2697201935427,17.4959500927809,17.3714953164512,17.5466525604812,17.4124451144357,17.6569360975623
"Nqo2",18.3188342487765,17.0234386864963,15.5187133235501,16.4019268445761,15.5720781679028,16.477210296582,17.2008238258627,17.0513955677145,16.8087642754648,16.4002441923399,17.772757815225,16.9827674508027,16.5743764722625,17.7154270716487,17.8389707514154,16.4308033299772,16.4626195398463,16.7047853080199,17.1345611568347,15.173886891448,16.7776093949906,17.2182824914935,17.1002500133278,17.2138338986619,16.312906744833,15.3495554147959,15.860648937098
"Nradd",17.9339367834017,17.613860089957,18.0966652395075,17.1228891475678,17.9412279337914,17.6222580415829,17.4609190108848,17.9052501830773,17.8517770242122,17.7403154042607,18.304053760112,17.9722144487532,17.4333546672354,16.5063472628585,17.751568794224,17.110873203811,17.6957979905868,18.1080663141481,17.5806587817982,17.7212658725723,17.2466293579538,17.2444283440763,17.3572325720972,16.2248326368728,18.2694311099926,17.5956741605181,17.8719033202109
"Nras",17.1279513162227,16.4719607170759,16.4072102966183,16.9424266761505,16.7634320144444,16.5103643436244,16.6284998655559,17.0942228738168,16.63902141994,16.7830769902726,16.9280461371048,17.4147086298992,16.5331380745583,17.0058933690703,16.7987445817495,16.6517071958275,16.6466798032789,17.2655818398987,17.0805575513292,15.246469372456,16.9862773373461,16.8869839247601,16.7152118216678,17.0246972914971,17.5782030255776,16.9976642369438,16.7547122925751
"Nrd1",16.472137756652,16.9465343815476,17.9117387773406,17.236104210923,17.813184828787,16.3149616291132,17.8744363950354,17.0472952558015,17.1047245633478,18.7476390734445,17.808050490936,17.5161905811352,17.8523137337095,17.4587930255244,17.6389674211135,17.5936101654363,17.614611583798,17.9429030838443,17.7710359783967,16.6967876060038,17.419726351925,17.4208485663988,18.3379772054402,17.3741344347635,18.2253119059496,18.4057460184642,17.0188758195238
"Nsdhl",19.4165233924393,18.8081693929193,19.6940250718838,18.8158901342189,19.4179698536029,17.3445541758533,18.379236130451,17.8636994663365,19.7964686378402,18.2227136740836,18.7298823743974,18.5965194902986,18.8075541666739,19.8337668273874,18.425640005228,18.2171647712271,18.2831811709618,19.736144795288,17.8509823918162,19.1758849925494,18.2900035092255,19.2598194537527,18.4395901226741,18.3359364464148,17.0692859095174,18.1393551208618,19.5887513402767
"Nsf",18.0660520275344,17.9641907098217,17.8462418496631,17.804588816395,18.0019787968745,18.6259872913553,17.8654494806681,18.1953654223419,17.8922217553506,17.7027439531951,18.0503538957774,18.1843994965908,18.0922139325506,18.367445659317,19.0090081593274,17.8243378552514,18.4456886024927,17.6288058910944,17.9466110084721,17.5959511564544,16.7746478346785,17.6103342238038,18.229504287221,18.2739680989893,18.110967177311,17.7881209574111,18.136538075754
"Nsfl1c",19.4779039417268,19.8712960885574,19.9998452518745,19.7963860050304,20.023184077654,19.6901841394171,19.637945662721,19.4961969270618,19.6849472620071,19.9477442534275,19.4399224621796,19.6018904619952,19.1374812398216,19.6524928943894,19.8219314350659,19.4149007175846,19.4008628912669,19.8362300441833,19.5100601762736,19.5596358801428,19.7588748071782,19.8916166529293,19.5904757948812,19.8424710760113,19.7376158251126,19.5385758790281,19.7388074954984
"Nsg1",17.2260818025421,15.6759427541122,17.592431607855,16.162926890554,16.8907914618756,16.2370538463156,16.4280363836224,16.2984660026356,17.2501527400403,17.36202512044,18.1899780847437,17.8683402021722,16.3743666064322,15.2188093730399,15.5324235063119,16.4002955990817,14.8727909022234,16.4198487975431,16.3974860251804,16.5746376990971,16.9838273534616,16.5524190290294,17.3167300407746,15.7761392334016,16.5151617641153,17.0547169579693,16.2939764991068
"Nsun2",19.2897700038928,19.8699089328989,18.1846716851468,19.5838214239382,19.16312893481,19.0341105053011,19.0625643570263,18.4248083493254,18.0653947302449,19.3829208443232,20.1534755951796,20.337304818935,16.9591276461822,18.0816311057741,18.0573434267421,19.2849873744595,19.3325077307984,19.8288721525621,19.7238236813388,18.0721060350271,19.046093083452,19.9392260951707,18.088299782452,20.0837480936401,17.66509652227,19.8926637005918,19.7160205135906
"Ntmt1",15.3087428887371,15.2701240282548,16.3108728090037,15.4683969370953,15.9910912420617,15.1488830210265,15.3346191512297,15.2679823047721,15.1254551156567,15.8875433891827,14.9665896632652,15.3050316731504,14.4980269071161,15.0668552438958,15.2014442623094,14.9421258201338,15.6179246660322,15.7399621327361,14.7841891381804,15.679848301149,15.7066087664355,15.104404161278,15.9887073386268,14.8596298547169,15.1822703351139,14.9849130821321,15.3066786559816
"Nub1",14.9790251449068,14.76441368869,14.7321762853018,14.317321660018,15.1200837815072,15.0461950668511,14.8879629719306,14.9874377056355,14.5200839802099,14.4916421050615,15.356105176922,14.9419552270716,15.1514998893977,14.2638188254479,15.0689729868488,14.9240479411423,14.6091494556035,15.3942420626184,15.0015340839054,15.4402766661871,14.7464023591898,14.2732327787782,14.959071593124,14.9882632706228,14.7011471681947,15.1745669662349,15.3668251009142
"Nucb1",17.5538660641531,18.7396651546856,17.7037326494695,17.6590762224331,15.1259426027576,17.7311815401314,17.415542560725,17.3878015577176,17.4260446534489,18.376493995252,18.0625821772689,17.1656061876986,18.3892589329405,18.0593201600152,17.0180794624207,18.7913035748264,18.2483972991157,17.3037708052137,18.2932255292791,16.9980539010898,17.2601499648233,18.639109529912,17.6240715710293,17.5611338737498,17.8664131805231,17.6623907378999,17.6637828544703
"Nucb2",14.5240173318205,15.40251035739,14.0552680313635,14.4305832936222,15.8148233120918,15.9430764711635,14.7311062048757,15.95208224713,14.485157806115,14.3049869437771,16.2620485132877,14.1526116397618,16.1061238972917,14.4576932324091,15.8078535576371,15.9374433791441,16.6432770048196,15.2335340850337,15.4494057354094,15.3275335316517,15.2777308674471,14.8542334829973,14.991816218228,15.0952147841589,15.4254993629485,15.1859556496062,17.9624733186954
"Nucks1",19.3984553060615,19.2927811786284,16.8332257278127,18.3933689052244,19.0275206904055,19.7210199702423,18.6327021919285,19.3330700677672,17.4733000318086,19.2447418716755,19.3636723514039,17.3966155671257,19.0416596872642,19.5797382106253,19.744240945502,18.8502405262076,19.4029667090152,19.1305632761802,19.4428366563932,19.318582591392,19.3644629242538,15.4915967842901,18.6988758434135,19.0145926652909,17.1515205673564,17.3262524824295,18.8571689873155
"Nudc",19.3067710558285,19.9321984683197,20.2667870472473,20.3203377171574,19.5924318051875,19.4042732826361,20.1803463814208,20.14282817935,19.5597923234567,20.1529934397788,19.5107294393951,19.8065046912055,19.2805339170201,19.2636964088969,20.0484629614148,19.5671208251505,19.7712574723066,19.9287574683105,20.1167008630097,20.2533461495399,20.3594784280395,20.0218552865527,20.2820163083299,20.2091224862501,19.9503498096085,20.0571943204466,19.9858909061006
"Nudcd1",18.629112898834,18.4376485608758,18.8513845414565,18.8519695415796,18.6728964864034,18.5353237162955,18.4135368263005,18.5843244938798,19.0004862061303,18.1316885621162,18.3196068552843,18.8396749277394,17.9385842648272,18.4949737514677,19.2324660564713,18.1266644567856,17.9486167788591,18.2737318605176,17.8554946073302,18.2427831107414,17.834306678081,18.9824836158414,18.5309722457759,18.2586614903029,18.901817384604,18.7392215341862,18.3838770268896
"Nudcd2",17.060388228329,17.2070646371186,17.0313661297839,17.3501587649263,17.0788605210744,16.6517691633055,17.2763067552209,17.0299096389544,17.3088940099027,17.1180234397978,17.0897663802156,17.1334770826358,17.0205335193369,17.2996294830672,17.0207801783394,17.2198802117273,16.9942817294132,17.1083015341628,17.0517499658389,17.2775994373735,17.0845848723381,17.2812048987339,17.1108478617476,17.2373050916918,17.183718776109,17.2692311483224,16.7749991602524
"Nudcd3",15.8390953925927,16.3129369447162,15.3987185811039,16.7825317030858,15.9549664969299,15.9771701001037,16.230599105574,17.6062270245465,15.5888157356452,16.7934401526129,16.6908118245499,17.3584622599851,16.246275186801,15.4219465006144,15.8173552538277,16.4111559970749,16.7289290627185,17.2379063931846,16.8579487941502,16.2710898433583,17.0702258119369,16.4431120039589,15.6080701342375,16.9337023936754,17.0445582301927,17.0777736739685,17.3556205845235
"Nudt21",17.8255984728595,17.4258490927768,17.6172223878651,15.9289941703956,17.3071773110212,16.2970384224683,16.8623421236777,15.7073318732175,17.9932904722176,17.2466179148439,17.3857148307234,17.5482234046381,16.9033993609309,16.1192880882003,16.1376631767153,17.3972958290965,15.7882378662107,17.6144404980803,17.2765121546846,16.6611487223431,16.5271806862209,16.1015695971339,17.7557982420461,17.5550606584992,17.4176316183928,16.2507659403986,16.4418822384491
"Nudt5",17.7267282455214,18.1134246796177,18.5307079923203,18.4884617894735,17.9866948541098,16.0556309973957,18.1253963426365,17.8962845801358,18.5723343801714,18.3534863967195,17.9822271880571,18.281831872346,16.513990727734,18.1107483645113,18.5706149372436,18.1199700860492,18.3423998254123,18.4799407309156,18.329526153637,18.2640793994917,16.9360719259948,18.864508682497,18.0507150628175,16.5983198721384,19.2236131116967,18.1487076590973,16.1736951287597
"Nufip2",15.6862385887651,15.4078048272644,16.5128646970406,16.2063012498184,16.1654775704173,16.5711138598652,15.844425222824,15.6890090237531,15.999823008649,15.8052888183807,15.6006320800467,16.5349026162086,15.3855496647945,15.4913236029374,16.3329753317081,15.1642777171932,16.1634069641942,16.1205822726307,15.7492267605734,15.9883339606876,15.8639836060562,17.3575488781303,16.4737691606705,16.0031326352811,16.2451081040777,16.4243728179359,15.8007598353181
"Numa1",22.8210038983903,22.9174508104799,23.0343136244613,23.4695164018117,23.5842371379107,23.1836713130737,23.1440617658335,24.0698095015831,23.3363315074689,23.2751612967112,24.3874719517905,22.9213503131197,22.0185222817501,23.4605230550834,23.1449732341224,22.9346235788535,23.0401517604866,23.3138399538564,22.9166169607379,23.3034097141565,23.3662243701829,22.9061515122227,23.5587807461813,23.3923976819791,23.1718151866913,23.5532955280167,23.861318311866
"Nup107",14.9882227321968,15.7838762933008,16.4881740201433,16.552859492634,16.6081204813708,15.2157420787908,16.4459377224958,16.5819852566794,16.750807251819,16.2448211412114,14.7868721282521,16.2699866911073,15.6696865483193,15.0177645282656,15.1722373021919,15.8301363186353,16.0745246986922,16.7516994426235,16.3804515952806,15.308916113426,16.823952980311,16.152386274845,15.1984955113448,15.3204265107066,15.4856953050512,16.4700464302797,15.1744458825272
"Nup133",15.5665418330199,14.1153460127138,15.9803261196467,16.7614629990672,16.0848532839601,15.9292152861141,14.7971158447504,16.5966421048123,15.6021869323384,15.7837517132203,15.7436098773385,16.7424585761433,16.1475719517969,15.9893099383065,16.0948118487014,15.8399947762412,15.7766708240782,16.8478055141381,15.9079330235333,15.154353319915,15.3073026382417,16.7383774158845,15.7735834951007,15.8544987462141,16.5894500515562,15.8645312975354,15.9076920005723
"Nup155",15.0684979732986,16.9521763788761,16.2463016414566,14.6026660258693,17.3628917136018,15.9993315270831,17.1923471992272,16.2859091922051,17.0423489793165,16.5459555152268,16.0324596136522,17.5785008035625,15.6609939365343,15.9283839019113,15.7753001815746,16.6200948937379,16.6489526227751,16.8261673127543,16.9907685660305,16.8901075636781,15.9106027073697,16.3445702203362,15.8685877101824,17.0240872324214,17.5555699651903,16.4070207929741,16.5036605104282
"Nup160",15.0084400108791,15.1494244841081,15.1931221931188,15.382229162491,15.582174448759,15.3209743031732,15.3335662514039,15.0008653832379,15.2322093517019,15.256146463052,15.1118827416378,15.4172709550766,15.7033667956974,15.9995113133409,15.3767213812872,15.4430639630324,14.9584195898966,15.8476329260926,15.2314487750551,16.1510138902324,15.5273833634186,15.2203368890819,15.5494587368606,15.4429630038052,15.0666751974188,15.5689714030861,15.3674562350685
"Nup188",16.1821497209149,15.7775793227785,16.7158165234864,16.5369803393822,16.2456432222953,15.7004233797989,15.5430515200306,15.4701931397971,15.0269019840455,16.2346471477559,15.3080150862307,16.3108293841026,15.2683993228742,15.9943235660113,16.2431438021868,15.4891311778693,16.0292779647973,16.1470032111144,16.2393598491473,15.990075502842,14.797810646451,15.8826006748539,16.1060699538651,16.1345071316053,16.0837508405119,16.1017467199506,16.2445065437707
"Nup214",17.3923819469876,16.5131882217971,17.807811587528,17.3127111951957,17.390971734946,15.9596035015011,17.8077118090641,17.6009708086711,17.251130517618,17.7794234140628,17.2442482186072,17.7445584084668,17.8487216684479,17.3987934317129,17.9308869460714,17.4716841129418,16.7020885981876,17.2117336784485,17.9965034031969,18.0953295514137,17.9290665439086,16.9149901096743,17.9612793965502,17.4959177782646,16.7189470920582,17.8234003158877,17.8469686947407
"Nup35",16.1275570968357,16.0259933567094,17.1144013768731,16.9775130435584,15.4403519819182,15.3210475427292,16.8679204778155,16.4660251238067,16.41812000783,16.370193492065,16.0066935455935,16.8645438273659,16.150953884818,16.1681068255401,15.8127365290946,16.1029546281945,16.2589890189638,16.7072940588834,16.6410344330547,16.1493571505802,16.8249140286449,15.1557547377454,16.8047778875934,16.8510068800579,17.0690087277557,17.2024982397224,16.6439135709224
"Nup43",15.3213192788968,15.2502888339674,16.4004624574204,16.4602577641424,15.2754494189398,15.5143618237644,14.9992532420163,15.8862486308931,16.0540332134914,15.8025330124812,15.7367224998451,16.6627131000061,14.715220580831,14.8427366387683,15.8141376698567,15.5054703482206,15.837529665045,15.8603347135239,15.949860495548,15.4490939596911,16.2384741388323,15.8329917856969,15.890923089112,16.3595911314501,16.4458420342746,16.24152556429,15.0100649851766
"Nup50",17.820186869188,18.764665103263,18.6207400280226,19.0263568475527,18.653094421812,18.0883895643591,18.5447646599725,18.7140061610975,18.8359637962721,18.636292283688,18.1275757132598,18.6152819339954,18.0676116575666,18.6551101142672,17.8972132435971,17.8425826169748,17.8897850037668,18.8765671565428,18.5589140553533,19.028079495587,18.2557364643921,18.4264137867743,17.6559417568576,17.539543522903,18.3733190180548,18.5723851151853,18.2342791492094
"Nup62",17.6120760387602,16.8552427397091,19.0714917349263,17.2193197827958,18.5748564640444,18.8294039602577,18.739771735459,17.079137157536,17.3039771699537,16.6338486366796,16.9180367713476,17.2031587539953,16.7485796661967,19.2644864114177,16.6726608477016,17.2948121567544,18.837765837986,15.9717002738545,16.9380751190223,17.7024166969484,17.374449773458,16.7531223613971,16.1067431575924,17.163507155472,18.8306258787792,19.0160080746639,17.5705136948894
"Nup85",16.0071013165722,16.0024206139469,16.1903542251277,16.1519935755031,16.7139044237593,16.5039485308046,16.3646700936166,16.2703201898957,16.3111150522066,16.0168087934675,15.9815703839333,16.5356161994989,16.5307526012212,16.2199194932923,16.1405982322093,14.2456129221539,15.478178689184,16.535975701708,15.5757739902802,17.0764820222079,16.7085982984275,16.3697474127686,16.4709835602,16.7388914223079,16.175636159466,16.1828707636304,16.6391966751864
"Nup93",19.7894126521388,19.7398626623676,19.9342616158235,19.303590776643,19.7477765549444,19.6934872773242,19.4838020077919,19.7675632368036,19.8528155882613,19.4679791263077,19.6948425938112,19.6588929200351,19.8498767763528,19.6294787935497,19.5782191671336,19.1130010315656,19.5103724696859,19.967937812045,19.8016764758894,19.9919633615229,19.1427141397696,19.9923627682985,19.6663314186497,19.4065121378339,19.6970135031515,19.491123057503,19.5029053356707
"Nup98",15.2543083045725,15.758544989929,16.378187379547,15.6566853479834,16.1089138230693,15.5212866043109,15.5062680889631,15.7517483214696,15.5707848124572,15.3020812621248,15.6097906058807,15.9311238835387,15.795905746945,15.8856248627982,15.5475687829882,15.2628971281709,15.3494109654833,16.2062843374807,15.6090087494864,15.8236193951135,15.3966956909971,15.8283092359555,15.6435774012647,15.7855008779768,15.5775778697478,15.9974150005943,15.9447162851576
"Nutf2",19.2100623969096,18.9072565752019,19.2689606814638,18.8687473598803,18.5688927936192,18.8860007794158,18.9786262247637,18.9577637850579,17.7621476047639,18.6407600949242,19.1033216187909,17.3355724827485,19.2603881717945,18.705804646715,18.7682864244695,18.9144284772045,18.9013451074726,18.5498670000228,18.9123412657153,18.2710684680885,18.8625356682236,18.999729382315,19.2365606574832,18.6056746387247,18.5490723421155,18.8936689271132,19.0444581097756
"Nxf1",15.3507952859458,15.2301023939116,15.0462812220561,15.0284379440651,17.5005293509431,17.1393801230583,17.0858768141333,15.7022946914892,14.8977931866816,14.9324542835624,14.2276946354569,15.3627184338466,14.9072514780869,14.9264511897618,15.0421904661503,16.0740877427588,15.2095742955554,15.4916547863838,16.6736327987433,17.8692766244772,15.5039716355003,14.9745641270151,17.8261208113776,16.5375050286838,14.9663401135228,15.1683902316805,15.5142767183754
"Nxn",16.5881883076029,17.8006789286995,17.7151217439326,18.3179083235007,17.2567277156878,17.1819437075094,16.8540355749764,18.0822510471773,17.9441324554353,18.2190175531436,18.0157025667234,17.3419405432852,18.0359930772447,16.7863676312907,17.496005883076,17.8487560651032,18.2980362663704,17.3154656477734,18.3333436134611,17.3964647387861,17.4262229037027,18.2303149810681,17.5754258854797,18.7566059261445,18.2673501732002,17.5695549181302,18.3549158569831
"Oat",20.5466994179892,20.4186862396184,20.2979912124895,19.8417860170675,20.1453015786681,20.1185918961693,20.1494584643252,20.4041753159444,20.3783377966584,20.2579402829793,20.1790468738741,20.2037525147634,20.3669583523255,20.1086141304144,20.8069381180961,20.0972383819435,20.3425368639282,20.1159037659074,20.1137717953279,20.4569492155044,19.9710275993961,20.5276395814814,19.9624383762074,20.0117335525287,20.8833103804404,20.2211330616647,20.1388454612871
"Obsl1",18.5380541748075,18.4831170250753,18.5737629866366,18.1458446805179,18.0362335788123,18.6555726771908,18.4181268092121,17.9122401589645,18.5189537370883,18.5190623141252,18.2284796771706,18.1635819752083,18.2953660065391,18.5054678818742,18.8270883422401,18.6413654105751,18.6823440459698,17.9560532435541,18.0880056939635,18.2115669213892,18.4566948577734,18.2768676046127,18.6094763627103,18.4992976780098,18.327718353585,18.2568675247616,18.4888630817934
"Ociad1",17.6880517738798,17.539229894242,17.7337459911039,17.0353270284928,17.9362376828854,16.7621152837097,17.4406725452078,17.7127813445722,17.2937440945632,15.7192441510367,17.754151271138,17.488561925387,18.3892816297289,16.3797664624487,16.741279855048,18.0824715996967,15.9136854809067,17.7284958765217,17.6061786407762,17.4844472495361,17.3348252448352,16.2434927706165,17.2088009915767,16.806116785536,16.3662539454514,17.6119444359301,15.6062785943392
"Oga",18.1134819452887,16.9999262376076,15.7128129802192,16.0004611172082,17.1673242972688,17.6185422551279,17.2435062196941,17.6145799719545,17.2321554063382,17.4716273658307,17.5665726130688,17.3472606995698,15.9803708662531,17.4344484081973,17.3868051319054,17.3910430270394,16.9526496016132,17.7427038827009,17.1718194856029,17.3081223192916,17.4058602052016,17.5469767643191,17.8105387599269,16.9054491486317,17.2852830390311,17.3933979022631,17.102198069296
"Ogdh",20.1816036778829,19.0414813973322,19.3103213050709,19.1673444886029,19.2967931553225,19.4223321611151,19.2991561370564,19.2535071437564,19.5455884430772,18.9624571161156,19.2228349762332,19.824614824839,18.9556819411488,18.6994304280857,20.0507730027954,18.6247021722196,18.7853241494444,19.2945561721214,19.387775777471,19.7237331883425,18.9191291577338,18.9716546941428,19.8287836135405,19.142550833553,18.7932460070911,19.2322553412894,19.225395689588
"Ogfr",19.2630597149535,19.4000229688916,20.4543607152684,19.840439280072,19.5965654615098,19.3132802482689,19.4085053893116,19.7007779043561,19.32753917454,19.8444661308213,19.2671798087721,19.9938573725835,19.0848946318827,19.3155276357247,19.5872108377184,19.3235870958134,19.4773928146998,19.8952372165439,19.2154529770226,18.7649053828857,19.6564973427428,19.4854390928149,19.7389401951079,19.9597408861256,19.8122098207494,19.6020408429009,19.1826427376908
"Ogt",17.2817314075574,16.8003960629019,17.0724607926065,16.9168166793185,17.1919860939762,17.52323237393,17.2622293184373,16.8985179144412,16.8749572663971,16.9966467252712,16.958388254071,16.6756398567738,17.0830451587619,17.1720385230938,17.0440180629955,16.8680811372091,17.2302041607169,16.8731619684246,17.1226795070015,17.2508535719316,17.3226941006273,16.8298661846966,17.3201768857045,16.6865316693914,16.5068135806469,17.294438878067,17.3056075171306
