"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8"
"Acp1",18.4958103264827,18.1795841535408,18.086885179681,18.4187975067049,17.8099905969239,18.515988905053,17.6257274548728,17.6202484803445,18.1333644532592,18.2399563193454,18.6133668887601,17.9446989824559,18.2239873968943,18.6011302190808,18.3898650994289,18.216428919639,18.2652324773411,17.3877119179805,18.2796305992839,18.0988331251372,18.3702715672474,18.4328114995344,18.6008896028626,18.3941842605407,18.305599492316,18.3745750943233,18.1716909608354
"Acsl4",17.5797550306017,17.530020740497,17.14051100097,17.3339642491967,17.49925977008,16.561145773917,18.6001241383087,17.2905954411795,17.6576827850095,17.6149356106441,17.5466893322762,17.6292244526552,17.4717476703843,16.7742446838701,15.8071531444342,17.8309305354542,17.5507605651508,15.8394018790542,16.9622042409434,16.895216842348,17.4812047755367,18.3116569942449,17.5904628499885,17.5929607965583,15.9039159335388,17.0510609140468,17.036184360541
"Acta2",16.7796814792832,14.9841182722353,16.093484596604,18.0655884609443,15.3760535901426,15.3537212803732,15.3313125226516,15.0094836122599,13.7131119549099,16.8295032328842,16.4432426500329,17.4389895396738,14.9240204930068,16.0278864338429,15.8346702272838,17.4107121247596,15.6599275988747,15.3194824822564,14.7097411091732,14.9179252733605,16.7214966977673,17.8573328312238,15.6664219475015,16.2999010491042,15.257025027085,16.8435468735195,15.9662087856829
"Actb",26.9146328814919,27.0262417834498,26.8040141991484,26.9881404378921,26.3579192740733,26.5526453921086,26.1455872915991,26.8050622012665,26.7070785673374,26.7494335703705,27.0629189902837,26.8643299732831,26.7723188005576,26.3666455537594,26.8565984517993,27.1219586835232,27.2256810578503,26.7568371502113,27.1566599971142,26.4441522798006,26.6550702986651,27.3247520979657,26.6666751457356,26.8732267196609,26.9118666248034,26.6903830574934,27.0369019329044
"Actc1",20.3629732665405,21.9434852783707,21.7678303121977,22.6929000057537,20.3009411352455,18.7364276948345,19.0598998398423,21.0156460052879,21.3127465870957,22.2579708900398,21.3836615632592,21.9514321919826,20.8168313053922,22.8819771239334,22.0281593728836,22.4143634816358,21.9976630922613,20.5156131499019,22.1781629045509,18.5158404050732,21.8496213801313,23.7624961612047,21.5214761047013,22.612490127975,23.0748244424122,21.5164240833766,22.3683932950692
"Actl6a",16.4149490392878,17.1581086799038,17.6317852954594,18.0080165813771,18.126372632239,16.8826367877259,18.0334000569704,16.9453597910625,17.5515542311863,17.2040565555604,17.3718740060706,17.2784503456203,17.1655237445827,17.1960844433239,17.2306374785482,16.3041022921122,16.8860181899851,17.8227080069142,18.0075885938016,17.2941777459307,17.4231654813508,16.9203304226102,18.2487362656016,17.7252484261095,17.9897451030245,17.5042405652139,17.437807945948
"Actn1",20.801661075548,21.3357837308989,20.7672385823903,21.6634727148934,20.0120691461646,20.9763629755927,20.3759039481971,20.8400805291059,21.2391677433702,21.4969705239622,21.5118894599895,21.0032805063843,21.0020512488493,21.2145397905917,21.7192161358388,21.4831681415278,21.7561664785099,20.3879237501659,21.6279588112912,20.1139540801606,20.8463657421291,21.5467562019898,21.0205394686907,21.0077731619995,21.7157956258054,21.6881697667937,21.9870691902734
"Actn4",22.5121794940909,22.1798135063429,22.3529464588726,22.5511593643369,21.933401864438,22.4743639874434,21.501414011603,22.1109335310043,22.1502875885543,22.4368077996998,22.5941363091338,22.4254014806216,22.277356756357,22.2484616482755,22.8644438350415,22.6795475826687,22.5083965823156,21.6762450234242,22.4339544993379,21.0899077201622,22.3287722231416,22.5070943983621,22.4777428945685,21.833303233655,22.5909564694357,22.6476460155502,22.8432460635177
"Actr10",16.2638134484991,15.7521785533747,16.0529106404906,15.9748513768757,16.0531759709962,15.8228400819356,15.4679238154471,15.9755289674156,15.7578145193224,15.9859456424796,16.0852750104914,16.1341504223775,16.3414409083728,15.7184280086784,15.8936786202934,16.1661919787879,15.7807071621439,15.4482286412258,16.086220215302,15.8884993094343,16.2614601317627,15.9097782522647,15.947337879663,16.0098206128806,15.9482876424213,16.0072129195017,16.2290248693181
"Actr1a",20.5733698181836,19.7493864962999,19.8266629894948,19.8247389984905,19.3917297093101,20.0664909853528,19.9437690188202,20.1282101730859,19.8969671144121,20.0767908426356,19.9532772616595,19.6573534403748,20.2501664218724,19.9817167156224,20.4817850565481,19.7479181884585,20.0279204986475,19.7834517187076,20.3369996019229,19.7090289103978,20.0586556750104,20.1065314846033,20.3759256968508,20.1230664902814,20.1530679132418,20.0300875486063,19.9357684149026
"Actr1b",20.4927251041548,20.246207534801,19.9570788029586,20.4069380527945,20.4341263116266,20.4575856459885,20.1056759435843,19.8772647993748,20.5113177450744,20.2138776006832,19.966077830894,20.1883129889866,20.265498505072,20.259693688586,19.2195720633125,19.9709031835342,20.0197647972893,20.7572298273846,20.1757728146161,21.1655770946241,20.4210340905537,20.4595091161286,20.4948432768235,20.894903944766,20.2999547949458,20.2815470256855,20.1667503207334
"Actr2",19.9037463656178,19.2861742924414,19.6141936188982,19.3997478414903,19.2699475131948,18.9123991375025,19.7746352334384,20.0533290893079,19.6298368102467,19.2303714521258,20.1746457238305,19.998486184862,20.3315213235259,19.8219720785751,19.3514374295974,20.3976488719222,20.2189811002168,19.0746225002456,19.4925953091082,19.3400668643954,19.4205153999465,19.7898180669632,18.9273312267714,20.2711508457077,19.9227463507738,20.0790834640475,19.7365494375327
"Actr3",20.2914184882207,21.2115987860779,20.3465204271604,20.8123784825582,19.6858497574773,19.7036530722595,20.5620168731211,20.8358838299006,20.8173134851154,20.9000716151221,21.1347742649721,21.0230437092749,20.4853141005068,20.0171483575071,20.7497378587584,21.2265287502329,20.8077382143314,20.6487223717126,20.9726429185253,19.5674231209029,20.235445498503,20.7468099262673,20.1540221533902,21.1886944175607,20.7203686667013,20.1972501139493,21.331564529982
"Acyp1",17.5506781851954,17.0844244325552,16.2214660629139,16.7296691605025,14.6882970597641,15.574163059462,16.5772163260277,16.1479517423978,16.7726078625208,16.6873702927684,17.0278155682538,16.5943587531551,17.2954264003893,17.7569876789276,15.5157395410923,17.3237803103386,17.2766015892316,16.0385179627043,17.1278736930488,15.1919013217425,16.5595759164559,16.6960244704974,15.8181324997016,16.9752440747586,17.208306051867,16.2324153697485,16.42833338157
"Adam9",16.5154326390966,17.6945096334151,18.1838080221582,18.0229476703782,17.8015951914837,17.7743655211378,18.0445036230223,17.7046235391044,18.0403311808255,17.7306282974303,17.427423026962,17.7623709705273,17.5054388223535,17.3978024314259,18.5225020594547,16.9962157087387,17.4276527539807,18.0460211504113,17.511706059182,17.0725864322918,17.6337825706348,17.5487561230023,17.6707856171585,17.2440067630447,18.0115721766382,17.6045380510215,17.6209832260385
"Add1",16.6610588483923,18.4314777566452,17.252169619137,17.4133892819112,17.6114339746907,17.8413951524162,17.0778577919441,18.1750537562772,17.8711995978333,17.9375328149595,17.9089545016939,16.7421527927683,17.8290470756362,16.5929128173806,18.2542865227463,17.67036239838,18.0310855717762,17.4340439492019,18.3606010931351,17.3561962773138,17.649205045814,17.7885497138737,16.9901359367153,16.8800226506439,18.1725470625454,18.0915339499789,17.1827160494227
"Add3",17.5517222136874,17.8993104772749,17.0964371326627,16.3908153745685,17.9948696178229,18.3939614828518,16.8372110758099,18.5400790087761,17.9537886412849,18.1631813434237,18.152960462733,17.4450540123545,17.7172319719163,16.2840800549714,18.2734290242375,17.0047758627919,17.9466810170079,18.1647572476714,18.2160721715995,17.3512839543446,17.2665816998997,16.8323096259673,17.1607723624352,16.6676030705858,18.5484174977737,18.0357613369947,18.2848105864413
"Adh5",19.53650270555,19.6616331917637,19.6611510165537,19.5515014400938,19.5186139452415,19.0892751836143,19.3502577838296,19.9577878979891,19.8152535546217,19.5083583971247,19.7877539597924,19.6312462829121,19.7643580919678,19.3209012088178,19.1214417622938,19.7280385884867,19.4788544460195,19.5198311783058,19.4521940353783,19.0258907487628,19.5919617104609,19.7430000202378,19.4940737979779,19.285818491114,20.0526599799024,19.4118560990969,19.3391775161163
"Adh7",15.9572700367362,17.1025583628247,17.5011305262006,17.1111044680812,17.1504214680689,15.9629060030629,18.3250918347056,16.1196129441701,17.9041147999316,17.0118697373405,17.3065779107845,17.0593716686085,16.6681776707845,16.4681107730479,17.134856335518,15.9734710580194,15.5566577287067,16.5251341798425,17.152228636342,17.1415841035231,16.238732180624,17.2325565058204,16.753020660701,16.7106351468921,18.5228383439906,16.464154532715,17.1608589038205
"Adk",18.1359625146724,18.6067855394251,18.7372214593746,18.9867474488064,18.9576133382615,18.4046394441694,18.667547193399,19.0487044741912,18.7098584546989,18.5489472336864,18.5130998995716,18.645247178329,17.7783691158064,18.8733013936645,18.9616016736033,18.786408249943,18.5897440533202,19.305280657346,18.8712642493416,19.0651680828033,18.6734217900048,18.0125529745097,18.3676604551105,19.0005608607041,18.7255225504931,18.7280978979872,18.8856753824469
"Ado",16.8456080274124,16.9026996344437,17.1270558280006,16.6100282748932,15.8823445355596,14.881842260459,16.3012025125306,16.1231454637535,16.9981854576641,16.9462296506961,16.6419755909595,16.3332305951167,16.7592738264947,15.8570147803631,14.7994988269153,16.5818313501547,16.8885250229609,15.8122047076686,17.1523187004595,15.2919721212411,17.0577321460044,17.3108498214538,16.7145261037978,17.0512631699299,16.9668173310642,16.6282131895294,16.9715219754862
"Adpgk",17.2177779310525,17.6021372520464,17.6714419255156,17.5264271840751,16.9513726801593,17.3517697249329,18.0888405480213,16.5309388616104,18.2887032993365,18.184286771081,16.6083066584492,18.6440238732525,18.4579775514153,19.1320526407283,16.2011133941227,17.6627997098395,18.3279387613381,17.6086976783235,18.4181037380344,15.7972001837611,17.6613672212588,17.9223677762219,17.2221805849198,16.0750951039469,17.4110031203861,17.9052209528515,17.5567304920304
"Adprh",15.9348900828678,15.9606071131087,15.7759032021017,15.9406174232943,15.7480803197317,15.7619762675748,16.4445752205858,16.120639910487,16.1231559719205,15.9030803664792,16.0928944116692,15.416478005535,16.2226450199031,15.9080656212218,15.0501382646849,16.3525986958798,16.1277922661211,16.7859647876078,15.9239419622679,15.9265119095837,16.2151832822691,16.7926689996127,15.9079675315934,16.4689098895534,16.2890975567257,16.0336230242402,15.7885464613036
"Adrm1",18.2410187988519,18.3603610586055,18.6794215631218,18.2670216397972,18.3453955761853,18.6044175443072,18.1066420800773,18.3490964652808,18.2791088383064,18.4584998062746,18.2473835674324,18.2925050859132,18.4326221711925,18.626359917716,18.8879968321478,18.5865440262931,18.4158658162518,18.1017153366737,18.5537913067058,18.4394739076961,18.27063663836,17.9114129640414,18.7267272630913,18.632146116127,18.3611052282147,18.0787974781143,18.3568492689823
"Adsl",19.3450499878889,19.5888795551994,19.3784452860162,19.9559540935413,19.6109815799497,19.596558044868,19.4340584806847,19.6631666764112,19.7925842293607,19.689487838513,19.2963090503752,19.4733744761379,19.3403885305767,19.4035896551268,19.8233264093077,19.24668437198,19.0745768557479,19.7059450270747,19.5527333853351,19.3932594036379,19.7316055841179,19.8102304938653,19.8748793417428,19.2973788295407,19.1847956538739,19.7262671514529,19.0698000698779
"Aebp1",17.2607669299592,18.0847057612019,17.970034218792,17.6779043848044,17.1690488137346,17.3632723420191,17.7594080350295,17.534656734936,17.0338903668394,17.7720200064597,17.6288087573933,17.8935876688876,18.6759273705954,17.4674751031715,16.5883978847161,18.0693874798568,18.3435401721369,15.9253531578066,17.8879904645132,16.2571950804777,17.9506090643319,17.8898460230399,16.2430603709455,17.8346390430195,17.1599133335681,17.7478908852164,16.3364447508095
"Afap1l2",16.4735555870728,17.981896593911,18.0398099457396,17.8135684419768,16.7020455346624,17.1415773679867,16.1721882172533,17.9740371481513,17.587145330126,17.7344146625268,18.0017699944664,18.1765587352353,15.8014116408319,18.2326299600098,17.0606082148327,17.9971591349987,16.3159839969343,17.877475592172,17.6133293718409,16.7733544971941,17.5136715355027,17.4485144105031,17.6173864129367,17.6817249435604,17.6799255655947,17.5570664678938,17.0680344044525
"Afdn",15.7066184978826,16.1923518276987,16.5675933702227,14.8081392665237,16.861902280584,16.128381092022,16.0546430233724,15.6903435457829,16.336930998275,15.159030473128,16.2298934770347,16.1065158767082,15.4036625178095,16.2965406835718,16.4189749605088,16.1697886055052,16.6592575898045,16.9275315599001,16.3367883355947,16.5090774366264,16.0579376094766,15.002134338464,15.6155340589387,16.4851658886777,16.3859317238366,16.7457466105747,16.4525296085007
"Afg3l2",16.307244657774,17.8274749590536,17.4288742753131,18.4127752927568,18.2304230328374,16.6323007969002,18.3074886759025,18.4672234828981,17.9094558003129,18.2391084271732,17.8750316970159,17.2440712169281,18.0528668441598,17.4410066953647,17.350418390317,18.0369090032761,18.1010688867328,16.5498438012422,18.2862322599694,17.6434692937589,17.5761210564733,18.3067192123793,16.6473952388244,17.0344985510006,17.871028161593,17.9676103048014,18.1028805070855
"Agfg1",15.9577627747496,15.3883627481923,15.9025630953644,15.7129988325448,15.1299792470406,15.6705854341297,15.3400956107182,15.6023892255439,15.6002397858377,15.2420732148753,15.9058935942775,15.6168335324419,15.723695040114,15.8876924680553,15.4811600112527,15.4061479182281,14.9745135845123,15.4472763755496,15.5657691509216,15.6662628747919,15.7343886013535,16.4217440889894,16.3879330180781,15.6877869825873,15.5985273673881,15.5552197961852,15.7428191359205
"Agfg2",15.9254346127015,15.02889792353,16.4612944992347,15.1914240208808,16.3742583295251,15.7816914699287,15.4295434921845,14.0699013186322,16.6435668374794,14.982811897533,16.1076497636657,16.4083632088612,15.4056963842812,15.546578236481,15.950467344414,15.3799181494265,15.1042746163816,15.7386049432611,15.0080510468545,15.9319100767214,16.3348213067765,16.4215421744822,15.467976825,15.5862971776221,16.0085828174621,15.4485940059787,15.5969808322248
"Agps",14.9483517676424,17.6853718707865,18.1885444146666,17.7256979280026,15.3182890620236,16.0541913197067,17.7454655613147,17.9950948539534,17.3465137279306,18.1202965653468,18.0371033680217,17.7066647641373,16.4038324440916,17.1520684282024,17.4845503977975,16.6256724696548,18.2767377307434,16.4573438417667,18.2433438494975,16.4114850895469,18.1520594404027,17.6975302581288,17.8036138616774,17.8510381040306,17.5586707409724,17.8620224329614,18.1126804849196
"Ahcyl1",17.3150451227791,19.769883632409,19.5023987186959,19.4429274339545,18.5280982277048,16.9467549193525,18.4489489211031,19.268564441277,18.4383667705033,19.2986355584875,18.3919605103184,18.0887548685753,17.8754805915547,18.0856854935994,18.5596253782866,17.7106112539207,19.9830307586581,18.6380384278137,18.5886687525625,19.193025498635,19.1961752805279,19.1787616729851,16.8617882621897,18.3763903331796,19.4280568545144,18.6429873919662,18.4308576620488
"Ahsa1",19.442948473492,18.4298017167858,18.7488259382358,18.8678102262507,18.5861437181672,19.3198030856468,18.1808292558647,18.4203829934155,19.1254289760592,18.747609855331,18.395047148603,18.4404229280545,18.4265222484902,18.6478235498086,19.1152062475361,18.086502040796,18.5727288378864,18.3215349057288,18.4672860953229,18.736562782467,18.9761871309937,18.5837778687368,18.5529069395513,18.5816662201106,18.8085305347538,18.6426399712227,18.5900308667291
"Ahsa2",16.3032765400887,16.0066402406289,16.2196531662903,15.8382785526856,16.6699446457259,16.5846463573803,16.5115793854949,16.7994325241706,16.5742853496109,16.7179336703926,16.7895335360726,15.3406567020032,16.6669626484359,15.6543186845622,15.6299286369889,14.9721811954274,16.6635252220535,15.8476736428747,16.4241031750807,15.7013450283204,15.0040498740678,14.9785294289086,15.0120934626659,15.4489606517236,16.7700062826813,16.3177223459157,16.6393347287535
"Ahsg",16.9965555951477,16.7115760727835,18.1124162662585,17.3756868943714,17.534819217957,17.27260801211,17.4813384990773,16.874215452102,16.9660364247885,17.4265410474363,16.5914676369689,17.4270399479151,18.047775184144,16.2044573098519,17.8137194859404,16.1306693722334,17.0891969457339,17.3966145233852,17.1064373952755,17.659654907128,16.7249482875187,16.1071467126595,17.6311190460748,16.8570103731535,15.9957721327608,16.6851982023619,17.14362773754
"AI837181",17.0598554634886,16.8148647196033,16.8906490335908,17.0514516917692,17.1831767611022,16.9650004030238,16.5682773187572,16.9895112932822,17.0441811707045,16.7977295469346,17.1493733948544,16.9546630318774,16.8210823773721,16.4122881823031,16.9071431894963,16.8219265245557,16.8040738451767,16.7398198314951,16.6959932984715,16.508472260657,16.9490921742773,17.0037159016494,17.2048649965381,17.3903622032493,16.5502620746676,16.831238682215,17.0335484258594
"Aifm1",19.6934711891567,19.9403332089582,19.9961961457351,19.928768307701,19.6590187325619,19.9177187165929,19.7523855209951,20.2435708204225,19.4832238468816,19.9055089000892,19.6459141737016,18.7071797791249,20.020072013906,19.6638448623381,18.9509035374107,19.7866992289975,19.6355910403153,19.8588738097639,19.7184195694808,19.8319793906909,19.5646299809488,19.8546784879194,19.6991415606134,19.5515840789768,18.3468454484191,19.573777666787,19.3492967248589
"Aimp1",19.4433389467557,19.6069581812616,19.9265879864902,20.102578055267,19.9092786745784,19.8207010375169,19.833556831758,19.8439085397334,19.7471455972247,19.8170601085996,19.6358382972009,19.6382848479518,19.5250459601074,19.2738590474072,19.678182825224,19.5503677818372,19.65044584912,19.7577725650686,19.4477120383109,19.7934544905576,19.6897550155719,19.7608816307895,19.78543104214,19.5938864819576,20.0258876205118,19.7418089158312,19.6571893344112
"Aimp2",18.1953223547079,18.5747921723577,18.7258148865004,18.7373074055187,18.7655080181519,19.0504978720582,19.0892097658231,19.2089920186942,18.911398778107,18.7370895832403,18.7383599998254,18.7389526189775,18.7224930272162,18.5299634475671,19.4155606941374,18.6795492856606,19.2206101368975,18.1918259010587,18.7689810037523,18.6220929012848,19.059649841594,18.4445309574071,18.4488983009423,18.2733973176312,19.132491153277,19.0120282741041,18.6517954075868
"Aip",18.0704392264113,17.6647800417477,17.8720417733171,17.7274755329159,18.1282496945354,17.6459510368489,17.7099954156263,17.7618835433106,18.0890999692863,17.9453840934267,17.8352969869801,17.9758088365207,17.5015576388054,17.6915790748955,17.8812648455937,17.4847417523123,17.8165777591291,17.0126288014686,17.9649125621106,17.8537097683644,17.6097912970059,18.4073400178806,17.9891230185644,18.2457099854708,17.7972938626864,17.6297444142726,17.7046400234511
"Ak1",19.8069902486474,20.1278036749665,19.7887862795889,19.9013690384003,19.2193014574042,18.1213572519657,19.0925679178562,19.5026478612108,19.6481420069094,19.430716601827,20.2200879628912,19.9177185621839,20.3827350532055,19.9832276667634,19.3525013529143,19.7884885621052,19.7818793409874,18.8896867006791,19.755885533086,19.1656544880217,20.1137746784384,19.8986528144085,19.0013250335848,19.3557927578112,19.0299236082141,18.5996658709107,18.9637009093301
"Ak2",18.624038095963,19.0478508346269,19.4403375994565,19.1274582811426,18.7054203830245,18.6512362022771,19.0748881419439,18.9547453153427,19.0278114600536,19.0229591214189,18.6420048615014,19.3506353467795,20.3408966592959,18.5071083719775,18.9577313484565,18.5469290377221,18.7988736205797,19.0153333335956,18.8523833448443,18.8394353392904,19.130459543508,20.2892727639083,18.9655452391233,19.1705861610892,19.0303762814597,18.999186467341,18.8646421790344
"Ak3",19.473783960475,19.5453682286383,18.7246362879211,18.2800146742464,18.2644940583016,18.5116684180435,18.603179055275,19.0488325745639,18.2591848968636,18.740900395994,19.2293760490579,18.7337799229383,18.8653299545728,18.8584966158822,18.4359550345603,19.0719722310909,18.7168367779293,18.5978603877315,19.3016814319467,18.1997515047029,18.1265982383537,19.2855962312205,19.1199404172633,18.546053011026,19.0088888294777,18.8986318654839,18.2343152933026
"Ak4",16.4370248372149,17.1014875780505,15.8531192573227,16.4457610861423,16.3915971560618,16.6672645239923,16.3044302464391,16.5598267307752,16.8508716681778,15.9683275204218,16.1241236082765,16.3287455899861,16.4427767851738,17.2340685519707,16.5181913774422,16.6331037360288,16.1059340812769,16.2334560307804,16.299197657571,16.4366402000893,16.8701761507737,16.5231962673829,17.072233338599,16.17372792356,16.055051020022,16.1454414789526,16.347486651337
"Akap12",16.1818201909918,18.226711059272,18.8075632505638,18.0935643499811,17.7176043383154,16.7314678901483,17.4449192887875,17.2434751482354,17.0932648795779,18.3302740392945,18.5293852608361,17.7131007129609,16.6405328832696,17.0188384842895,17.9405640464873,17.8615288636748,17.4878902988366,17.6529948217652,17.1929032287435,17.6564908488668,17.6891258293708,16.7105012275002,15.8885328348542,17.473939173855,17.9637549560589,18.0878305955082,18.5662781008526
"Akap8",16.8773993545984,15.8834400171539,15.4501713569266,17.5468942490829,17.2553757861104,17.9712808058478,17.2971820873538,17.1182593107499,17.1938550151186,17.1183728582612,16.8712066061197,17.7200650998516,17.677924626403,16.5636954492958,17.655166290499,16.2488981113279,16.9420835399964,17.5579161207324,16.960657352821,17.2446923364432,17.2975605944736,17.0377896918788,18.0163549672918,17.2369569465905,16.9868312904576,17.0975937862649,17.2510759265414
"Akr1a1",19.9589175600554,20.120588739112,19.9835135685545,19.9907823395887,19.6094229764763,20.0696329687045,20.0837917281185,20.1505309387057,19.7816311437706,19.8368014778166,20.2219293401551,19.8281336158815,20.9218044648248,20.2011051701291,19.3129318243523,20.4755075223132,20.1521935152505,19.3403030129279,20.0633070313768,19.6864302536808,19.6246399803832,20.2886064581465,20.0815636572421,18.9980488715779,19.848984856895,19.7718773727207,19.6252208100806
"Akr1b3",21.1683490510443,20.7641170695733,21.0193643590082,21.0581046177596,21.6050529018011,21.4648667221454,21.3675848435379,21.5423574598293,21.3820647659175,20.7810126505773,20.9253188085069,21.53244536931,21.9087251496269,21.0940867003002,20.9440187372149,21.1451839762617,21.0087127775133,21.3636713822707,21.3546183787703,21.431987499894,20.8318011972836,21.5033414231586,20.8513942040094,21.1650114422032,20.8299617031952,21.0410607869491,21.0464377264846
"Akr1b8",19.9896358252121,19.6615092083066,20.6753719724142,19.5263334440607,20.4795486788742,19.1553690652696,19.6156928480592,19.6657048575797,20.6399053084117,19.7827516094497,19.9405266681592,20.1842866586948,19.9855685039976,19.6533958777071,19.8249098485163,19.7064533842662,19.6603567180202,20.9298434497107,19.6992103612397,20.4001955402197,19.5806329647629,19.727082593079,19.6427382245572,19.6865449847064,19.4919392315999,19.6231716803626,20.0337771493261
"Akr1e1",17.7931597405167,18.1547269481257,17.7275245937142,17.5485064560966,17.4033733408572,17.8166020328709,17.8798409993041,17.9148018284426,17.7690125537695,17.5674527108741,18.0306887840017,17.5372210504596,18.5357282735328,17.7646597838266,17.6163203577271,18.1834572642564,17.8571710321772,17.3082201862213,17.9143152012815,17.7307758806477,17.3217388431037,18.2638062732025,17.9264651364582,17.4329924515866,17.6707282916083,17.3872140745274,17.3069339426518
"Akr7a5",16.8465058452908,17.8274485312652,14.8093326955035,16.3182952171812,15.0579890240605,16.6658821573055,16.0882155832992,16.4785696776534,16.9297780344051,16.9079854585208,17.1285528065805,16.3976194660288,18.4001445007839,15.5434843310775,16.3367756879034,17.1229823308157,16.2670470198454,15.5457127947357,16.6222947806489,15.4566536546142,15.5969303581373,16.8689290289978,16.5252023733828,16.2368470507788,16.0749737951068,15.3005597862192,15.9967033988498
"Alad",18.8951558489317,19.9461878879409,19.242933737128,18.9848790284438,19.4556588974732,19.6849105599997,19.6899684018868,19.7503904484853,19.4328577308264,19.3978641299988,18.3033843057962,19.1734096866659,20.5406021241586,18.7894687811462,19.923036246754,19.4193856314588,20.3683283493239,18.7732480482662,20.2562864370631,19.65617943804,19.0745122627963,19.7665290600539,19.3467576796113,19.1870009204188,20.279591094815,19.6069661695225,19.3492520940186
"Aldh16a1",17.6127845936494,18.0865194296561,17.0783898806779,17.4839755452281,17.1311543232153,16.3365958637039,17.1886118832953,17.7947480311577,17.6857127054425,17.5372648517337,17.3607903307746,17.1508457999913,17.3755396297303,17.717228365896,17.237917742008,17.4674866899027,16.9595097465984,16.7787189920279,17.8136137997087,16.0110795310399,17.2662894165228,17.6173921611839,16.4321475952788,17.7195644075569,17.0580838836146,17.3542493179487,17.887661908671
"Aldh18a1",20.0898800264418,19.5359059159553,19.8352142478755,19.3654410015037,20.0304125038912,20.4260272026892,19.978091615397,20.2361080143822,20.0659929642304,19.4287187268507,19.5078416498302,18.092610549671,19.461478562926,20.0773515073272,20.7460005891962,19.5779966014596,19.4107099404152,20.2730370299837,19.3222110007219,20.216344913366,19.6704138979092,19.9327171256085,18.8489140083507,18.053462126386,19.5774294078913,19.6597442928393,19.5091639298949
"Aldh1a1",18.3269597539557,20.9556518652979,21.3588668910906,20.9394963922773,19.1818084164961,20.3248907113494,19.7701798274943,22.8036544153585,21.5236604013756,21.4325551724934,21.8156559886218,20.8161518325969,20.3944496449441,18.4347757493653,22.5513569922959,19.0368684940485,22.5461518133106,21.4290617994008,22.3933633887235,21.5754513048078,19.8914340554816,18.7846087420696,19.6041306568265,20.6875489275417,23.2722961350661,21.5857653914543,21.2567139786833
